Avrage Precipitaiton Latitude             Longitude           
0.0                  38.0                 3.4                 
0.0                  38.0                 3.5                 
0.0                  38.0                 3.6                 
0.0                  38.0                 3.7                 
0.0                  38.0                 3.8                 
0.0                  38.0                 3.9                 
0.0                  38.0                 4.0                 
0.0                  38.0                 4.1                 
0.0                  38.0                 4.2                 
0.0                  38.0                 4.3                 
0.0                  38.0                 4.4                 
0.0                  38.1                 -9.3                
0.0                  38.1                 -9.2                
0.0                  38.1                 -9.1                
0.0                  38.1                 -9.0                
0.0                  38.1                 -8.9                
0.0                  38.1                 -8.8                
0.0                  38.1                 -8.7                
0.0                  38.1                 -8.6                
0.0                  38.1                 -8.5                
0.0                  38.1                 -8.4                
0.0                  38.1                 -8.3                
0.0                  38.1                 -8.2                
0.0                  38.1                 -8.1                
0.0                  38.1                 -8.0                
0.0                  38.1                 -7.9                
0.0                  38.1                 -7.8                
0.0                  38.1                 -7.7                
0.0                  38.1                 -7.6                
0.0                  38.1                 -7.5                
0.0                  38.1                 -7.4                
0.0                  38.1                 -7.3                
0.0                  38.1                 -7.2                
0.0                  38.1                 -7.1                
727.2675194118822    38.1                 -7.0                
759.1617700249774    38.1                 -6.9                
791.6024372419384    38.1                 -6.8                
824.410030094504     38.1                 -6.7                
847.070420236857     38.1                 -6.6                
848.3079577779033    38.1                 -6.5                
826.8254886719313    38.1                 -6.4                
796.660494439073     38.1                 -6.3                
766.7648530589637    38.1                 -6.2                
732.7150119469312    38.1                 -6.1                
705.8801981578089    38.1                 -6.0                
691.4090061101206    38.1                 -5.9                
690.1986771064312    38.1                 -5.8                
695.1999670205756    38.1                 -5.7                
695.7388792591815    38.1                 -5.6                
689.7341763892429    38.1                 -5.5                
679.5317366093213    38.1                 -5.4                
669.7940531912058    38.1                 -5.3                
659.1454236929429    38.1                 -5.2                
647.9471004703599    38.1                 -5.1                
636.1246675550746    38.1                 -5.0                
625.6608519113774    38.1                 -4.9                
614.6498540057413    38.1                 -4.8                
604.9217498271682    38.1                 -4.7                
596.2802107554726    38.1                 -4.6                
584.7995645449699    38.1                 -4.5                
571.9464442549001    38.1                 -4.4                
560.8352250417531    38.1                 -4.3                
543.4630929854147    38.1                 -4.2                
516.6990947803708    38.1                 -4.1                
484.4512488851341    38.1                 -4.0                
457.1104094032797    38.1                 -3.9                
447.9632389435201    38.1                 -3.8                
462.0609135674284    38.1                 -3.7                
499.0773964059438    38.1                 -3.6                
550.2618828298912    38.1                 -3.5                
609.3518788246661    38.1                 -3.4                
666.3336757988762    38.1                 -3.3                
722.4838848457074    38.1                 -3.2                
776.2856818830095    38.1                 -3.1                
816.8405040106488    38.1                 -3.0                
855.714058673171     38.1                 -2.9                
880.8848405187873    38.1                 -2.8                
898.9746694330225    38.1                 -2.7                
817.319659075669     38.1                 -2.6                
691.6308782644004    38.1                 -2.5                
591.2038314684089    38.1                 -2.4                
512.2897254909566    38.1                 -2.3                
449.92994926967083   38.1                 -2.2                
404.95968780861045   38.1                 -2.1                
375.00823898701753   38.1                 -2.0                
363.46406644453384   38.1                 -1.9                
374.4709463367179    38.1                 -1.8                
386.90783561850844   38.1                 -1.7                
363.8302629833354    38.1                 -1.6                
328.43504243103524   38.1                 -1.5                
327.0744576635022    38.1                 -1.4                
298.3955544185845    38.1                 -1.3                
293.83441862668496   38.1                 -1.2                
295.690528182774     38.1                 -1.1                
289.46862178967905   38.1                 -1.0                
287.7305397255961    38.1                 -0.9                
294.6180762634282    38.1                 -0.8                
263.2745675828001    38.1                 -0.7                
242.78364249137366   38.1                 -0.6                
0.0                  38.1                 -0.5                
0.0                  38.1                 -0.4                
0.0                  38.1                 -0.3                
0.0                  38.1                 -0.2                
0.0                  38.1                 -0.1                
0.0                  38.1                 0.0                 
0.0                  38.1                 0.1                 
0.0                  38.1                 0.2                 
0.0                  38.1                 0.3                 
0.0                  38.1                 0.4                 
0.0                  38.1                 0.5                 
0.0                  38.1                 0.6                 
0.0                  38.1                 0.7                 
0.0                  38.1                 0.8                 
0.0                  38.1                 0.9                 
0.0                  38.1                 1.0                 
0.0                  38.1                 1.1                 
0.0                  38.1                 1.2                 
0.0                  38.1                 1.3                 
0.0                  38.1                 1.4                 
0.0                  38.1                 1.5                 
0.0                  38.1                 1.6                 
0.0                  38.1                 1.7                 
0.0                  38.1                 1.8                 
0.0                  38.1                 1.9                 
0.0                  38.1                 2.0                 
0.0                  38.1                 2.1                 
0.0                  38.1                 2.2                 
0.0                  38.1                 2.3                 
0.0                  38.1                 2.4                 
0.0                  38.1                 2.5                 
0.0                  38.1                 2.6                 
0.0                  38.1                 2.7                 
0.0                  38.1                 2.8                 
0.0                  38.1                 2.9                 
0.0                  38.1                 3.0                 
0.0                  38.1                 3.1                 
0.0                  38.1                 3.2                 
0.0                  38.1                 3.3                 
0.0                  38.1                 3.4                 
0.0                  38.1                 3.5                 
0.0                  38.1                 3.6                 
0.0                  38.1                 3.7                 
0.0                  38.1                 3.8                 
0.0                  38.1                 3.9                 
0.0                  38.1                 4.0                 
0.0                  38.1                 4.1                 
0.0                  38.1                 4.2                 
0.0                  38.1                 4.3                 
0.0                  38.1                 4.4                 
0.0                  38.2                 -9.3                
0.0                  38.2                 -9.2                
0.0                  38.2                 -9.1                
0.0                  38.2                 -9.0                
0.0                  38.2                 -8.9                
0.0                  38.2                 -8.8                
0.0                  38.2                 -8.7                
0.0                  38.2                 -8.6                
0.0                  38.2                 -8.5                
0.0                  38.2                 -8.4                
0.0                  38.2                 -8.3                
0.0                  38.2                 -8.2                
0.0                  38.2                 -8.1                
0.0                  38.2                 -8.0                
0.0                  38.2                 -7.9                
0.0                  38.2                 -7.8                
0.0                  38.2                 -7.7                
0.0                  38.2                 -7.6                
0.0                  38.2                 -7.5                
0.0                  38.2                 -7.4                
0.0                  38.2                 -7.3                
644.992704712544     38.2                 -7.2                
672.7060137017967    38.2                 -7.1                
704.1602215180079    38.2                 -7.0                
725.0265809611087    38.2                 -6.9                
737.6996825172516    38.2                 -6.8                
753.3962749188619    38.2                 -6.7                
766.1393589085943    38.2                 -6.6                
768.2541122082959    38.2                 -6.5                
756.9398312233401    38.2                 -6.4                
732.1248480747663    38.2                 -6.3                
700.8827892329252    38.2                 -6.2                
662.4936706764845    38.2                 -6.1                
620.8234605567322    38.2                 -6.0                
585.5913174417543    38.2                 -5.9                
576.0338581169934    38.2                 -5.8                
590.3258999497476    38.2                 -5.7                
605.0497985500149    38.2                 -5.6                
609.7253728372821    38.2                 -5.5                
604.068490935647     38.2                 -5.4                
610.9310979961778    38.2                 -5.3                
612.7447395899028    38.2                 -5.2                
606.086115388985     38.2                 -5.1                
598.8013604301708    38.2                 -5.0                
596.4493901694536    38.2                 -4.9                
586.5599458088718    38.2                 -4.8                
577.3166346625062    38.2                 -4.7                
568.319946856453     38.2                 -4.6                
559.2342340271555    38.2                 -4.5                
548.4811591929633    38.2                 -4.4                
538.1909162492202    38.2                 -4.3                
522.0974371787274    38.2                 -4.2                
502.51738329659366   38.2                 -4.1                
478.40387796319766   38.2                 -4.0                
461.9148486059556    38.2                 -3.9                
456.55330189865543   38.2                 -3.8                
469.18946426957154   38.2                 -3.7                
500.0423199079508    38.2                 -3.6                
544.515854971679     38.2                 -3.5                
595.6069890132549    38.2                 -3.4                
646.8189009858977    38.2                 -3.3                
698.0407062774831    38.2                 -3.2                
749.427954129128     38.2                 -3.1                
794.2880228933906    38.2                 -3.0                
832.5442249201267    38.2                 -2.9                
855.9210438592957    38.2                 -2.8                
849.164421782912     38.2                 -2.7                
801.1037036287896    38.2                 -2.6                
714.14632654223      38.2                 -2.5                
617.0183902535399    38.2                 -2.4                
524.034484728304     38.2                 -2.3                
457.4762462488028    38.2                 -2.2                
411.71452473955344   38.2                 -2.1                
384.9301387334806    38.2                 -2.0                
370.5478776977564    38.2                 -1.9                
368.564906779677     38.2                 -1.8                
363.29805030831346   38.2                 -1.7                
339.3737774940621    38.2                 -1.6                
316.08981993715315   38.2                 -1.5                
328.7609280919118    38.2                 -1.4                
321.5371303907132    38.2                 -1.3                
297.12594096687116   38.2                 -1.2                
289.4845509424031    38.2                 -1.1                
290.74958441309195   38.2                 -1.0                
285.70727325615707   38.2                 -0.9                
285.93602441241404   38.2                 -0.8                
272.85120780765016   38.2                 -0.7                
251.49270035352862   38.2                 -0.6                
242.59718153773787   38.2                 -0.5                
0.0                  38.2                 -0.4                
0.0                  38.2                 -0.3                
0.0                  38.2                 -0.2                
0.0                  38.2                 -0.1                
0.0                  38.2                 0.0                 
0.0                  38.2                 0.1                 
0.0                  38.2                 0.2                 
0.0                  38.2                 0.3                 
0.0                  38.2                 0.4                 
0.0                  38.2                 0.5                 
0.0                  38.2                 0.6                 
0.0                  38.2                 0.7                 
0.0                  38.2                 0.8                 
0.0                  38.2                 0.9                 
0.0                  38.2                 1.0                 
0.0                  38.2                 1.1                 
0.0                  38.2                 1.2                 
0.0                  38.2                 1.3                 
0.0                  38.2                 1.4                 
0.0                  38.2                 1.5                 
0.0                  38.2                 1.6                 
0.0                  38.2                 1.7                 
0.0                  38.2                 1.8                 
0.0                  38.2                 1.9                 
0.0                  38.2                 2.0                 
0.0                  38.2                 2.1                 
0.0                  38.2                 2.2                 
0.0                  38.2                 2.3                 
0.0                  38.2                 2.4                 
0.0                  38.2                 2.5                 
0.0                  38.2                 2.6                 
0.0                  38.2                 2.7                 
0.0                  38.2                 2.8                 
0.0                  38.2                 2.9                 
0.0                  38.2                 3.0                 
0.0                  38.2                 3.1                 
0.0                  38.2                 3.2                 
0.0                  38.2                 3.3                 
0.0                  38.2                 3.4                 
0.0                  38.2                 3.5                 
0.0                  38.2                 3.6                 
0.0                  38.2                 3.7                 
0.0                  38.2                 3.8                 
0.0                  38.2                 3.9                 
0.0                  38.2                 4.0                 
0.0                  38.2                 4.1                 
0.0                  38.2                 4.2                 
0.0                  38.2                 4.3                 
0.0                  38.2                 4.4                 
0.0                  38.3                 -9.3                
0.0                  38.3                 -9.2                
0.0                  38.3                 -9.1                
0.0                  38.3                 -9.0                
0.0                  38.3                 -8.9                
0.0                  38.3                 -8.8                
0.0                  38.3                 -8.7                
0.0                  38.3                 -8.6                
0.0                  38.3                 -8.5                
0.0                  38.3                 -8.4                
0.0                  38.3                 -8.3                
0.0                  38.3                 -8.2                
0.0                  38.3                 -8.1                
0.0                  38.3                 -8.0                
0.0                  38.3                 -7.9                
0.0                  38.3                 -7.8                
0.0                  38.3                 -7.7                
0.0                  38.3                 -7.6                
0.0                  38.3                 -7.5                
0.0                  38.3                 -7.4                
0.0                  38.3                 -7.3                
623.9466291387993    38.3                 -7.2                
652.7493101703091    38.3                 -7.1                
684.5313208508056    38.3                 -7.0                
694.109624100486     38.3                 -6.9                
681.1822311161897    38.3                 -6.8                
677.9411311926535    38.3                 -6.7                
684.9893001560722    38.3                 -6.6                
685.2719511004583    38.3                 -6.5                
680.0686319345413    38.3                 -6.4                
663.0106805628413    38.3                 -6.3                
635.7341227704695    38.3                 -6.2                
596.6133606722245    38.3                 -6.1                
549.4505295509985    38.3                 -6.0                
507.3026290544603    38.3                 -5.9                
492.6556529647051    38.3                 -5.8                
515.3231960465196    38.3                 -5.7                
544.1791583367187    38.3                 -5.6                
560.8849426268158    38.3                 -5.5                
550.4948602143845    38.3                 -5.4                
558.5992972683342    38.3                 -5.3                
564.7362120713298    38.3                 -5.2                
563.1340818168848    38.3                 -5.1                
560.9326308971695    38.3                 -5.0                
560.3968095821707    38.3                 -4.9                
550.8476410840364    38.3                 -4.8                
541.4712095313247    38.3                 -4.7                
535.8823509880569    38.3                 -4.6                
531.210888389563     38.3                 -4.5                
523.5359011633963    38.3                 -4.4                
513.9915889052241    38.3                 -4.3                
503.2703165062512    38.3                 -4.2                
491.11959329275487   38.3                 -4.1                
476.5342394890086    38.3                 -4.0                
465.56757975514245   38.3                 -3.9                
465.92156635018995   38.3                 -3.8                
477.7494008988004    38.3                 -3.7                
502.03932229952704   38.3                 -3.6                
535.9847540392028    38.3                 -3.5                
573.673268574022     38.3                 -3.4                
614.1096734670587    38.3                 -3.3                
657.8966420847364    38.3                 -3.2                
704.927100036552     38.3                 -3.1                
746.2650384620273    38.3                 -3.0                
776.5857409526258    38.3                 -2.9                
792.3284741372753    38.3                 -2.8                
775.414953678655     38.3                 -2.7                
751.868159355962     38.3                 -2.6                
702.9913547564504    38.3                 -2.5                
618.8754952686218    38.3                 -2.4                
524.8142723320136    38.3                 -2.3                
458.6680331860188    38.3                 -2.2                
416.23740274015347   38.3                 -2.1                
388.13511996765925   38.3                 -2.0                
367.20979647065406   38.3                 -1.9                
355.1398695490869    38.3                 -1.8                
339.87712097800085   38.3                 -1.7                
316.1538969293424    38.3                 -1.6                
295.2149462600016    38.3                 -1.5                
299.28091254985065   38.3                 -1.4                
308.98862011042263   38.3                 -1.3                
296.4398985725337    38.3                 -1.2                
289.24420751370934   38.3                 -1.1                
293.63064571725835   38.3                 -1.0                
293.6614514696859    38.3                 -0.9                
290.98388485432525   38.3                 -0.8                
288.5694026190486    38.3                 -0.7                
273.0129228573585    38.3                 -0.6                
263.73901410089644   38.3                 -0.5                
0.0                  38.3                 -0.4                
0.0                  38.3                 -0.3                
0.0                  38.3                 -0.2                
0.0                  38.3                 -0.1                
0.0                  38.3                 0.0                 
0.0                  38.3                 0.1                 
0.0                  38.3                 0.2                 
0.0                  38.3                 0.3                 
0.0                  38.3                 0.4                 
0.0                  38.3                 0.5                 
0.0                  38.3                 0.6                 
0.0                  38.3                 0.7                 
0.0                  38.3                 0.8                 
0.0                  38.3                 0.9                 
0.0                  38.3                 1.0                 
0.0                  38.3                 1.1                 
0.0                  38.3                 1.2                 
0.0                  38.3                 1.3                 
0.0                  38.3                 1.4                 
0.0                  38.3                 1.5                 
0.0                  38.3                 1.6                 
0.0                  38.3                 1.7                 
0.0                  38.3                 1.8                 
0.0                  38.3                 1.9                 
0.0                  38.3                 2.0                 
0.0                  38.3                 2.1                 
0.0                  38.3                 2.2                 
0.0                  38.3                 2.3                 
0.0                  38.3                 2.4                 
0.0                  38.3                 2.5                 
0.0                  38.3                 2.6                 
0.0                  38.3                 2.7                 
0.0                  38.3                 2.8                 
0.0                  38.3                 2.9                 
0.0                  38.3                 3.0                 
0.0                  38.3                 3.1                 
0.0                  38.3                 3.2                 
0.0                  38.3                 3.3                 
0.0                  38.3                 3.4                 
0.0                  38.3                 3.5                 
0.0                  38.3                 3.6                 
0.0                  38.3                 3.7                 
0.0                  38.3                 3.8                 
0.0                  38.3                 3.9                 
0.0                  38.3                 4.0                 
0.0                  38.3                 4.1                 
0.0                  38.3                 4.2                 
0.0                  38.3                 4.3                 
0.0                  38.3                 4.4                 
0.0                  38.4                 -9.3                
0.0                  38.4                 -9.2                
0.0                  38.4                 -9.1                
0.0                  38.4                 -9.0                
0.0                  38.4                 -8.9                
0.0                  38.4                 -8.8                
0.0                  38.4                 -8.7                
0.0                  38.4                 -8.6                
0.0                  38.4                 -8.5                
0.0                  38.4                 -8.4                
0.0                  38.4                 -8.3                
0.0                  38.4                 -8.2                
0.0                  38.4                 -8.1                
0.0                  38.4                 -8.0                
0.0                  38.4                 -7.9                
0.0                  38.4                 -7.8                
0.0                  38.4                 -7.7                
0.0                  38.4                 -7.6                
0.0                  38.4                 -7.5                
603.1296624947049    38.4                 -7.4                
600.1259889260749    38.4                 -7.3                
606.9208017434328    38.4                 -7.2                
636.1420364962573    38.4                 -7.1                
670.2379821986774    38.4                 -7.0                
675.8441984424393    38.4                 -6.9                
650.2349361907609    38.4                 -6.8                
622.7146433757908    38.4                 -6.7                
609.6368287683586    38.4                 -6.6                
604.4469329813423    38.4                 -6.5                
603.5236182311763    38.4                 -6.4                
596.8660535275345    38.4                 -6.3                
576.9000700111608    38.4                 -6.2                
544.1306863226331    38.4                 -6.1                
503.69866888265506   38.4                 -6.0                
471.6207134425857    38.4                 -5.9                
463.71826879430546   38.4                 -5.8                
486.3062190221703    38.4                 -5.7                
522.7643404753182    38.4                 -5.6                
541.590442551474     38.4                 -5.5                
535.3289399560437    38.4                 -5.4                
529.8863442950131    38.4                 -5.3                
524.880834847606     38.4                 -5.2                
519.0724122748484    38.4                 -5.1                
511.7435565531631    38.4                 -5.0                
505.5926214358571    38.4                 -4.9                
502.59510973229044   38.4                 -4.8                
505.56511240798596   38.4                 -4.7                
507.88910217773633   38.4                 -4.6                
505.69469676085447   38.4                 -4.5                
500.82200666722673   38.4                 -4.4                
494.12945772386973   38.4                 -4.3                
488.5745898636641    38.4                 -4.2                
482.29941092641207   38.4                 -4.1                
473.4014747423796    38.4                 -4.0                
468.62837328052296   38.4                 -3.9                
471.82128847422007   38.4                 -3.8                
483.35739082204765   38.4                 -3.7                
501.92787610874814   38.4                 -3.6                
524.0879788184146    38.4                 -3.5                
549.30308478135      38.4                 -3.4                
577.0700767269868    38.4                 -3.3                
609.8669493528971    38.4                 -3.2                
649.0245440614132    38.4                 -3.1                
687.7064592102085    38.4                 -3.0                
720.8075156418637    38.4                 -2.9                
740.6750479171352    38.4                 -2.8                
744.2249526948702    38.4                 -2.7                
734.485747664468     38.4                 -2.6                
704.1959804670264    38.4                 -2.5                
633.4253075872743    38.4                 -2.4                
530.418657305697     38.4                 -2.3                
450.8097364425135    38.4                 -2.2                
412.04634815509326   38.4                 -2.1                
386.6528474791306    38.4                 -2.0                
361.0405245105623    38.4                 -1.9                
340.9489686933538    38.4                 -1.8                
321.6274340034484    38.4                 -1.7                
299.7208460500802    38.4                 -1.6                
283.65084876431416   38.4                 -1.5                
283.8812779624472    38.4                 -1.4                
289.46699849358924   38.4                 -1.3                
288.4814739324773    38.4                 -1.2                
289.8322520215863    38.4                 -1.1                
307.11295925137506   38.4                 -1.0                
326.25786044125874   38.4                 -0.9                
336.7989548095266    38.4                 -0.8                
339.77634076483474   38.4                 -0.7                
328.6310813644763    38.4                 -0.6                
302.40374445883634   38.4                 -0.5                
295.00745545971125   38.4                 -0.4                
0.0                  38.4                 -0.3                
0.0                  38.4                 -0.2                
0.0                  38.4                 -0.1                
0.0                  38.4                 0.0                 
0.0                  38.4                 0.1                 
0.0                  38.4                 0.2                 
0.0                  38.4                 0.3                 
0.0                  38.4                 0.4                 
0.0                  38.4                 0.5                 
0.0                  38.4                 0.6                 
0.0                  38.4                 0.7                 
0.0                  38.4                 0.8                 
0.0                  38.4                 0.9                 
0.0                  38.4                 1.0                 
0.0                  38.4                 1.1                 
0.0                  38.4                 1.2                 
0.0                  38.4                 1.3                 
0.0                  38.4                 1.4                 
0.0                  38.4                 1.5                 
0.0                  38.4                 1.6                 
0.0                  38.4                 1.7                 
0.0                  38.4                 1.8                 
0.0                  38.4                 1.9                 
0.0                  38.4                 2.0                 
0.0                  38.4                 2.1                 
0.0                  38.4                 2.2                 
0.0                  38.4                 2.3                 
0.0                  38.4                 2.4                 
0.0                  38.4                 2.5                 
0.0                  38.4                 2.6                 
0.0                  38.4                 2.7                 
0.0                  38.4                 2.8                 
0.0                  38.4                 2.9                 
0.0                  38.4                 3.0                 
0.0                  38.4                 3.1                 
0.0                  38.4                 3.2                 
0.0                  38.4                 3.3                 
0.0                  38.4                 3.4                 
0.0                  38.4                 3.5                 
0.0                  38.4                 3.6                 
0.0                  38.4                 3.7                 
0.0                  38.4                 3.8                 
0.0                  38.4                 3.9                 
0.0                  38.4                 4.0                 
0.0                  38.4                 4.1                 
0.0                  38.4                 4.2                 
0.0                  38.4                 4.3                 
0.0                  38.4                 4.4                 
0.0                  38.5                 -9.3                
0.0                  38.5                 -9.2                
0.0                  38.5                 -9.1                
0.0                  38.5                 -9.0                
0.0                  38.5                 -8.9                
0.0                  38.5                 -8.8                
0.0                  38.5                 -8.7                
0.0                  38.5                 -8.6                
0.0                  38.5                 -8.5                
0.0                  38.5                 -8.4                
0.0                  38.5                 -8.3                
0.0                  38.5                 -8.2                
0.0                  38.5                 -8.1                
0.0                  38.5                 -8.0                
0.0                  38.5                 -7.9                
0.0                  38.5                 -7.8                
0.0                  38.5                 -7.7                
0.0                  38.5                 -7.6                
0.0                  38.5                 -7.5                
602.7086286247019    38.5                 -7.4                
594.0512610961573    38.5                 -7.3                
596.7937713130594    38.5                 -7.2                
614.1427048557725    38.5                 -7.1                
637.1896153523751    38.5                 -7.0                
638.6245169188089    38.5                 -6.9                
609.9694882796408    38.5                 -6.8                
569.2530273822252    38.5                 -6.7                
538.0058834273955    38.5                 -6.6                
522.1775123492346    38.5                 -6.5                
526.3471070808881    38.5                 -6.4                
536.4919437179251    38.5                 -6.3                
531.8670709379328    38.5                 -6.2                
510.17268085156905   38.5                 -6.1                
480.19191663012174   38.5                 -6.0                
456.6799737987118    38.5                 -5.9                
451.7566409017392    38.5                 -5.8                
473.46075166757106   38.5                 -5.7                
508.3205980109815    38.5                 -5.6                
528.07880114624      38.5                 -5.5                
522.473326237442     38.5                 -5.4                
509.6765073706868    38.5                 -5.3                
497.92569692274475   38.5                 -5.2                
486.5806185184102    38.5                 -5.1                
473.5410553060082    38.5                 -5.0                
460.87457529077415   38.5                 -4.9                
474.27799889436545   38.5                 -4.8                
488.57161493225885   38.5                 -4.7                
494.772517588549     38.5                 -4.6                
492.30802820230497   38.5                 -4.5                
485.5056293927267    38.5                 -4.4                
477.54822486737817   38.5                 -4.3                
471.8521079139072    38.5                 -4.2                
470.15906245113905   38.5                 -4.1                
466.72595961335736   38.5                 -4.0                
463.6565040020889    38.5                 -3.9                
468.4674466165731    38.5                 -3.8                
480.09076162470586   38.5                 -3.7                
493.59600073149187   38.5                 -3.6                
506.0927236394769    38.5                 -3.5                
520.6122032327072    38.5                 -3.4                
536.0203426706266    38.5                 -3.3                
555.9643471595276    38.5                 -3.2                
587.2171460185375    38.5                 -3.1                
626.5005325055075    38.5                 -3.0                
664.8946257641393    38.5                 -2.9                
696.2615721220926    38.5                 -2.8                
717.8462839567599    38.5                 -2.7                
730.0785303272941    38.5                 -2.6                
722.5709550948517    38.5                 -2.5                
678.3563025244364    38.5                 -2.4                
575.4309480743133    38.5                 -2.3                
475.54810359003585   38.5                 -2.2                
425.68256997778326   38.5                 -2.1                
391.4818244520663    38.5                 -2.0                
359.378421647346     38.5                 -1.9                
332.95379445190343   38.5                 -1.8                
313.6627003108362    38.5                 -1.7                
294.93714637351957   38.5                 -1.6                
284.2209265828549    38.5                 -1.5                
287.9419623358373    38.5                 -1.4                
290.01236444715613   38.5                 -1.3                
289.7431115151096    38.5                 -1.2                
300.18586775592917   38.5                 -1.1                
338.0958419801244    38.5                 -1.0                
384.42492534529674   38.5                 -0.9                
425.087830594836     38.5                 -0.8                
445.55711118837144   38.5                 -0.7                
427.6984936278923    38.5                 -0.6                
387.6418638206549    38.5                 -0.5                
346.65602484355816   38.5                 -0.4                
328.86488587771595   38.5                 -0.3                
328.5622063441536    38.5                 -0.2                
0.0                  38.5                 -0.1                
0.0                  38.5                 0.0                 
0.0                  38.5                 0.1                 
0.0                  38.5                 0.2                 
0.0                  38.5                 0.3                 
0.0                  38.5                 0.4                 
0.0                  38.5                 0.5                 
0.0                  38.5                 0.6                 
0.0                  38.5                 0.7                 
0.0                  38.5                 0.8                 
0.0                  38.5                 0.9                 
0.0                  38.5                 1.0                 
0.0                  38.5                 1.1                 
0.0                  38.5                 1.2                 
0.0                  38.5                 1.3                 
0.0                  38.5                 1.4                 
0.0                  38.5                 1.5                 
0.0                  38.5                 1.6                 
0.0                  38.5                 1.7                 
0.0                  38.5                 1.8                 
0.0                  38.5                 1.9                 
0.0                  38.5                 2.0                 
0.0                  38.5                 2.1                 
0.0                  38.5                 2.2                 
0.0                  38.5                 2.3                 
0.0                  38.5                 2.4                 
0.0                  38.5                 2.5                 
0.0                  38.5                 2.6                 
0.0                  38.5                 2.7                 
0.0                  38.5                 2.8                 
0.0                  38.5                 2.9                 
0.0                  38.5                 3.0                 
0.0                  38.5                 3.1                 
0.0                  38.5                 3.2                 
0.0                  38.5                 3.3                 
0.0                  38.5                 3.4                 
0.0                  38.5                 3.5                 
0.0                  38.5                 3.6                 
0.0                  38.5                 3.7                 
0.0                  38.5                 3.8                 
0.0                  38.5                 3.9                 
0.0                  38.5                 4.0                 
0.0                  38.5                 4.1                 
0.0                  38.5                 4.2                 
0.0                  38.5                 4.3                 
0.0                  38.5                 4.4                 
0.0                  38.6                 -9.3                
0.0                  38.6                 -9.2                
0.0                  38.6                 -9.1                
