Maxima Ratio         Latitude             Longitude           
0.06524481496708631  37.6                 -4.3                
0.065476666088829    37.6                 -4.2                
0.068879577046072    37.6                 -4.1                
0.06310056322335893  37.6                 -4.0                
0.06460732167993713  37.6                 -3.9                
0.06555721503895247  37.6                 -3.8                
0.0667282613649632   37.6                 -3.7                
0.06623432721950176  37.6                 -3.6                
0.0640509140528776   37.6                 -3.5                
0.06276464965429068  37.6                 -3.4                
0.06313388216301316  37.6                 -3.3                
0.06620663827626075  37.6                 -3.2                
0.07056201796901204  37.6                 -3.1                
0.07208140193731292  37.6                 -3.0                
0.07917454945708272  37.6                 -2.9                
0.08435019024314126  37.6                 -2.8                
0.09256232411541591  37.6                 -2.7                
0.0963875870470643   37.6                 -2.6                
0.10218849681190263  37.6                 -2.5                
0.10792769850409521  37.6                 -2.4                
0.12219674127417611  37.6                 -2.3                
0.12710724808172405  37.6                 -2.2                
0.13177176287474873  37.6                 -2.1                
0.13564471807904077  37.6                 -2.0                
0.14002639590411167  37.6                 -1.9                
0.15158479600881744  37.6                 -1.8                
0.14232283323501546  37.6                 -1.7                
0.1507812246894621   37.6                 -1.6                
0.15358038119732664  37.6                 -1.5                
0.1572260547353905   37.6                 -1.4                
0.15700692295099442  37.6                 -1.3                
0.161685097856339    37.6                 -1.2                
0.16243331706258754  37.6                 -1.1                
0.1683498429350355   37.6                 -1.0                
0.1597500531100352   37.6                 -0.9                
0.15880651942003363  37.6                 -0.8                
0.1711099984796995   37.6                 -0.7                
0                    37.6                 -0.6                
0                    37.6                 -0.5                
0                    37.6                 -0.4                
0                    37.6                 -0.3                
0                    37.6                 -0.2                
0                    37.6                 -0.1                
0                    37.6                 0.0                 
0                    37.6                 0.1                 
0                    37.6                 0.2                 
0                    37.6                 0.3                 
0                    37.6                 0.4                 
0                    37.6                 0.5                 
0                    37.6                 0.6                 
0                    37.6                 0.7                 
0                    37.6                 0.8                 
0                    37.6                 0.9                 
0                    37.6                 1.0                 
0                    37.6                 1.1                 
0                    37.6                 1.2                 
0                    37.6                 1.3                 
0                    37.6                 1.4                 
0                    37.6                 1.5                 
0                    37.6                 1.6                 
0                    37.6                 1.7                 
0                    37.6                 1.8                 
0                    37.6                 1.9                 
0                    37.6                 2.0                 
0                    37.6                 2.1                 
0                    37.6                 2.2                 
0                    37.6                 2.3                 
0                    37.6                 2.4                 
0                    37.6                 2.5                 
0                    37.6                 2.6                 
0                    37.6                 2.7                 
0                    37.6                 2.8                 
0                    37.6                 2.9                 
0                    37.6                 3.0                 
0                    37.6                 3.1                 
0                    37.6                 3.2                 
0                    37.6                 3.3                 
0                    37.6                 3.4                 
0                    37.6                 3.5                 
0                    37.6                 3.6                 
0                    37.6                 3.7                 
0                    37.6                 3.8                 
0                    37.6                 3.9                 
0                    37.6                 4.0                 
0                    37.6                 4.1                 
0                    37.6                 4.2                 
0                    37.6                 4.3                 
0                    37.6                 4.4                 
0                    37.7                 -9.3                
0                    37.7                 -9.2                
0                    37.7                 -9.1                
0                    37.7                 -9.0                
0                    37.7                 -8.9                
0                    37.7                 -8.8                
0                    37.7                 -8.7                
0                    37.7                 -8.6                
0                    37.7                 -8.5                
0                    37.7                 -8.4                
0                    37.7                 -8.3                
0                    37.7                 -8.2                
0                    37.7                 -8.1                
0                    37.7                 -8.0                
0                    37.7                 -7.9                
0                    37.7                 -7.8                
0                    37.7                 -7.7                
0                    37.7                 -7.6                
0                    37.7                 -7.5                
0.09005309604230241  37.7                 -7.4                
0.086167344546274    37.7                 -7.3                
0.08087691361928535  37.7                 -7.2                
0.07948812197055527  37.7                 -7.1                
0.07572511102199363  37.7                 -7.0                
0.07396393240665071  37.7                 -6.9                
0.07446675068533141  37.7                 -6.8                
0.0746785750131739   37.7                 -6.7                
0.07244273898191302  37.7                 -6.6                
0.06823493085270883  37.7                 -6.5                
0.06835305736064637  37.7                 -6.4                
0.07174687512738155  37.7                 -6.3                
0.08060888152298973  37.7                 -6.2                
0.08267034017460685  37.7                 -6.1                
0.08399802364308202  37.7                 -6.0                
0.08119766566202766  37.7                 -5.9                
0.07848678264661853  37.7                 -5.8                
0.07729939455386983  37.7                 -5.7                
0.0763551305835019   37.7                 -5.6                
0.07873783249124282  37.7                 -5.5                
0.08181678598128836  37.7                 -5.4                
0.08290806684982258  37.7                 -5.3                
0.08555909547592136  37.7                 -5.2                
0.07876546259318683  37.7                 -5.1                
0.07905093688833068  37.7                 -5.0                
0.07786866969858587  37.7                 -4.9                
0.08108544351784938  37.7                 -4.8                
0.07868455298725309  37.7                 -4.7                
0.07643497824928251  37.7                 -4.6                
0.0789311668580107   37.7                 -4.5                
0.07302358830534793  37.7                 -4.4                
0.06703908787369994  37.7                 -4.3                
0.0655006642131371   37.7                 -4.2                
0.06535475624092166  37.7                 -4.1                
0.06371028781712686  37.7                 -4.0                
0.06646589234059992  37.7                 -3.9                
0.06959165545039542  37.7                 -3.8                
0.0718106734321892   37.7                 -3.7                
0.06975912936449692  37.7                 -3.6                
0.0668190638968654   37.7                 -3.5                
0.0643494305150408   37.7                 -3.4                
0.062390207178408354 37.7                 -3.3                
0.06402559797909639  37.7                 -3.2                
0.07008740076940144  37.7                 -3.1                
0.06855811400161108  37.7                 -3.0                
0.06890002943060211  37.7                 -2.9                
0.07410833278881795  37.7                 -2.8                
0.08540872491458454  37.7                 -2.7                
0.09067807087138384  37.7                 -2.6                
0.10350131289548926  37.7                 -2.5                
0.10807025665776812  37.7                 -2.4                
0.1119589561420019   37.7                 -2.3                
0.12054608588804004  37.7                 -2.2                
0.12483410483391358  37.7                 -2.1                
0.130396387677415    37.7                 -2.0                
0.12994220779565605  37.7                 -1.9                
0.13790664419595489  37.7                 -1.8                
0.13690523409115854  37.7                 -1.7                
0.14702676291356578  37.7                 -1.6                
0.15998328731270903  37.7                 -1.5                
0.1620366924805119   37.7                 -1.4                
0.16012685094660137  37.7                 -1.3                
0.1690405765890013   37.7                 -1.2                
0.168618454075012    37.7                 -1.1                
0.17379506349236498  37.7                 -1.0                
0.16158132975161307  37.7                 -0.9                
0.15849367459940505  37.7                 -0.8                
0.16421968058691733  37.7                 -0.7                
0                    37.7                 -0.6                
0                    37.7                 -0.5                
0                    37.7                 -0.4                
0                    37.7                 -0.3                
0                    37.7                 -0.2                
0                    37.7                 -0.1                
0                    37.7                 0.0                 
0                    37.7                 0.1                 
0                    37.7                 0.2                 
0                    37.7                 0.3                 
0                    37.7                 0.4                 
0                    37.7                 0.5                 
0                    37.7                 0.6                 
0                    37.7                 0.7                 
0                    37.7                 0.8                 
0                    37.7                 0.9                 
0                    37.7                 1.0                 
0                    37.7                 1.1                 
0                    37.7                 1.2                 
0                    37.7                 1.3                 
0                    37.7                 1.4                 
0                    37.7                 1.5                 
0                    37.7                 1.6                 
0                    37.7                 1.7                 
0                    37.7                 1.8                 
0                    37.7                 1.9                 
0                    37.7                 2.0                 
0                    37.7                 2.1                 
0                    37.7                 2.2                 
0                    37.7                 2.3                 
0                    37.7                 2.4                 
0                    37.7                 2.5                 
0                    37.7                 2.6                 
0                    37.7                 2.7                 
0                    37.7                 2.8                 
0                    37.7                 2.9                 
0                    37.7                 3.0                 
0                    37.7                 3.1                 
0                    37.7                 3.2                 
0                    37.7                 3.3                 
0                    37.7                 3.4                 
0                    37.7                 3.5                 
0                    37.7                 3.6                 
0                    37.7                 3.7                 
0                    37.7                 3.8                 
0                    37.7                 3.9                 
0                    37.7                 4.0                 
0                    37.7                 4.1                 
0                    37.7                 4.2                 
0                    37.7                 4.3                 
0                    37.7                 4.4                 
0                    37.8                 -9.3                
0                    37.8                 -9.2                
0                    37.8                 -9.1                
0                    37.8                 -9.0                
0                    37.8                 -8.9                
0                    37.8                 -8.8                
0                    37.8                 -8.7                
0                    37.8                 -8.6                
0                    37.8                 -8.5                
0                    37.8                 -8.4                
0                    37.8                 -8.3                
0                    37.8                 -8.2                
0                    37.8                 -8.1                
0                    37.8                 -8.0                
0                    37.8                 -7.9                
0                    37.8                 -7.8                
0                    37.8                 -7.7                
0                    37.8                 -7.6                
0                    37.8                 -7.5                
0.08570873256292277  37.8                 -7.4                
0.08074249008663278  37.8                 -7.3                
0.08142729539637125  37.8                 -7.2                
0.07905567313957038  37.8                 -7.1                
0.07414304937198074  37.8                 -7.0                
0.07271794057526051  37.8                 -6.9                
0.07155856073462158  37.8                 -6.8                
0.07062995308221251  37.8                 -6.7                
0.07069624147029047  37.8                 -6.6                
0.06810092838424454  37.8                 -6.5                
0.06951715065998476  37.8                 -6.4                
0.07166354892805855  37.8                 -6.3                
0.07629459794271772  37.8                 -6.2                
0.08071613645969365  37.8                 -6.1                
0.08040220886699652  37.8                 -6.0                
0.07674267575892194  37.8                 -5.9                
0.07610407643363064  37.8                 -5.8                
0.07468870630864215  37.8                 -5.7                
0.07316914156486776  37.8                 -5.6                
0.0766951479484704   37.8                 -5.5                
0.0819756099733132   37.8                 -5.4                
0.0792383236225358   37.8                 -5.3                
0.07932316920567163  37.8                 -5.2                
0.08061844120786003  37.8                 -5.1                
0.07660179056053318  37.8                 -5.0                
0.07637864342093896  37.8                 -4.9                
0.07936294932856419  37.8                 -4.8                
0.07661440257530863  37.8                 -4.7                
0.07467042493007077  37.8                 -4.6                
0.07220096318939401  37.8                 -4.5                
0.07209442752184936  37.8                 -4.4                
0.0696220118613432   37.8                 -4.3                
0.06696244707319285  37.8                 -4.2                
0.06770401809763936  37.8                 -4.1                
0.07043891474586136  37.8                 -4.0                
0.06860845331879199  37.8                 -3.9                
0.07284217371113806  37.8                 -3.8                
0.07028881368514996  37.8                 -3.7                
0.06714122329992178  37.8                 -3.6                
0.06994523645524767  37.8                 -3.5                
0.06896956689994345  37.8                 -3.4                
0.063169444826868    37.8                 -3.3                
0.061137585410143955 37.8                 -3.2                
0.061542292204025094 37.8                 -3.1                
0.06504907581643139  37.8                 -3.0                
0.06303151726152097  37.8                 -2.9                
0.06577626638574377  37.8                 -2.8                
0.07989426152224112  37.8                 -2.7                
0.0856524601711097   37.8                 -2.6                
0.0925987255431315   37.8                 -2.5                
0.10401624785514774  37.8                 -2.4                
0.10403614395613836  37.8                 -2.3                
0.1083150051762287   37.8                 -2.2                
0.1170391955087721   37.8                 -2.1                
0.13616632201187925  37.8                 -2.0                
0.12897875948880974  37.8                 -1.9                
0.12221167860255186  37.8                 -1.8                
0.12741886574433758  37.8                 -1.7                
0.13147000799704706  37.8                 -1.6                
0.13756551741933876  37.8                 -1.5                
0.14674770317188823  37.8                 -1.4                
0.15464997521420554  37.8                 -1.3                
0.15494056966535988  37.8                 -1.2                
0.17034156203960002  37.8                 -1.1                
0.1663925017887696   37.8                 -1.0                
0.16346426613204434  37.8                 -0.9                
0.17232343234782513  37.8                 -0.8                
0.17201079623367643  37.8                 -0.7                
0                    37.8                 -0.6                
0                    37.8                 -0.5                
0                    37.8                 -0.4                
0                    37.8                 -0.3                
0                    37.8                 -0.2                
0                    37.8                 -0.1                
0                    37.8                 0.0                 
0                    37.8                 0.1                 
0                    37.8                 0.2                 
0                    37.8                 0.3                 
0                    37.8                 0.4                 
0                    37.8                 0.5                 
0                    37.8                 0.6                 
0                    37.8                 0.7                 
0                    37.8                 0.8                 
0                    37.8                 0.9                 
0                    37.8                 1.0                 
0                    37.8                 1.1                 
0                    37.8                 1.2                 
0                    37.8                 1.3                 
0                    37.8                 1.4                 
0                    37.8                 1.5                 
0                    37.8                 1.6                 
0                    37.8                 1.7                 
0                    37.8                 1.8                 
0                    37.8                 1.9                 
0                    37.8                 2.0                 
0                    37.8                 2.1                 
0                    37.8                 2.2                 
0                    37.8                 2.3                 
0                    37.8                 2.4                 
0                    37.8                 2.5                 
0                    37.8                 2.6                 
0                    37.8                 2.7                 
0                    37.8                 2.8                 
0                    37.8                 2.9                 
0                    37.8                 3.0                 
0                    37.8                 3.1                 
0                    37.8                 3.2                 
0                    37.8                 3.3                 
0                    37.8                 3.4                 
0                    37.8                 3.5                 
0                    37.8                 3.6                 
0                    37.8                 3.7                 
0                    37.8                 3.8                 
0                    37.8                 3.9                 
0                    37.8                 4.0                 
0                    37.8                 4.1                 
0                    37.8                 4.2                 
0                    37.8                 4.3                 
0                    37.8                 4.4                 
0                    37.9                 -9.3                
0                    37.9                 -9.2                
0                    37.9                 -9.1                
0                    37.9                 -9.0                
0                    37.9                 -8.9                
0                    37.9                 -8.8                
0                    37.9                 -8.7                
0                    37.9                 -8.6                
0                    37.9                 -8.5                
0                    37.9                 -8.4                
0                    37.9                 -8.3                
0                    37.9                 -8.2                
0                    37.9                 -8.1                
0                    37.9                 -8.0                
0                    37.9                 -7.9                
0                    37.9                 -7.8                
0                    37.9                 -7.7                
0                    37.9                 -7.6                
0                    37.9                 -7.5                
0.0771534847687868   37.9                 -7.4                
0.07444563070579668  37.9                 -7.3                
0.07458251584326875  37.9                 -7.2                
0.07325293969989376  37.9                 -7.1                
0.0701194746228468   37.9                 -7.0                
0.06953216591857755  37.9                 -6.9                
0.07092602330015069  37.9                 -6.8                
0.07050021422642733  37.9                 -6.7                
0.07115909945555919  37.9                 -6.6                
0.0687121474101886   37.9                 -6.5                
0.06976996003475208  37.9                 -6.4                
0.07151035634355628  37.9                 -6.3                
0.07524482778448124  37.9                 -6.2                
0.0826334802159776   37.9                 -6.1                
0.07990579679741489  37.9                 -6.0                
0.07621512342463982  37.9                 -5.9                
0.08058597906524873  37.9                 -5.8                
0.07798075041522946  37.9                 -5.7                
0.07152967949863771  37.9                 -5.6                
0.07100244754408597  37.9                 -5.5                
0.07168125381697135  37.9                 -5.4                
0.07186751155632637  37.9                 -5.3                
0.07471064979681781  37.9                 -5.2                
0.07021625303191757  37.9                 -5.1                
0.06976500834186014  37.9                 -5.0                
0.07127872173000853  37.9                 -4.9                
0.07386780582917996  37.9                 -4.8                
0.07410926918633629  37.9                 -4.7                
0.07460866376549964  37.9                 -4.6                
0.06999419450152793  37.9                 -4.5                
0.0677797544412079   37.9                 -4.4                
0.072330804669494    37.9                 -4.3                
0.07247772737671199  37.9                 -4.2                
0.07195270505680869  37.9                 -4.1                
0.07137452957611894  37.9                 -4.0                
0.0722668388938424   37.9                 -3.9                
0.07546543150676575  37.9                 -3.8                
0.0691564457300732   37.9                 -3.7                
0.0678579184447021   37.9                 -3.6                
0.06405332771314515  37.9                 -3.5                
0.06569707047322158  37.9                 -3.4                
0.059680809588314586 37.9                 -3.3                
0.060743966833494006 37.9                 -3.2                
0.0584959874989492   37.9                 -3.1                
0.06224302663082992  37.9                 -3.0                
0.05977630158663206  37.9                 -2.9                
0.059808332574085674 37.9                 -2.8                
0.06970328112707352  37.9                 -2.7                
0.07173106880037565  37.9                 -2.6                
0.08049421170634849  37.9                 -2.5                
0.08510560819912952  37.9                 -2.4                
0.08917692474597672  37.9                 -2.3                
0.09671020239850092  37.9                 -2.2                
0.11175145513557945  37.9                 -2.1                
0.12532354519894315  37.9                 -2.0                
0.1239400063042872   37.9                 -1.9                
0.1179820146869768   37.9                 -1.8                
0.12672384066846995  37.9                 -1.7                
0.1190378807766059   37.9                 -1.6                
0.12417052478381897  37.9                 -1.5                
0.14262742248371554  37.9                 -1.4                
0.15260854316197944  37.9                 -1.3                
0.1533049934652626   37.9                 -1.2                
0.15424604332399863  37.9                 -1.1                
0.15496342676848515  37.9                 -1.0                
0.15248181215012047  37.9                 -0.9                
0.1620545856190276   37.9                 -0.8                
0.1656439895315401   37.9                 -0.7                
0                    37.9                 -0.6                
0                    37.9                 -0.5                
0                    37.9                 -0.4                
0                    37.9                 -0.3                
0                    37.9                 -0.2                
0                    37.9                 -0.1                
0                    37.9                 0.0                 
0                    37.9                 0.1                 
0                    37.9                 0.2                 
0                    37.9                 0.3                 
0                    37.9                 0.4                 
0                    37.9                 0.5                 
0                    37.9                 0.6                 
0                    37.9                 0.7                 
0                    37.9                 0.8                 
0                    37.9                 0.9                 
0                    37.9                 1.0                 
0                    37.9                 1.1                 
0                    37.9                 1.2                 
0                    37.9                 1.3                 
0                    37.9                 1.4                 
0                    37.9                 1.5                 
0                    37.9                 1.6                 
0                    37.9                 1.7                 
0                    37.9                 1.8                 
0                    37.9                 1.9                 
0                    37.9                 2.0                 
0                    37.9                 2.1                 
0                    37.9                 2.2                 
0                    37.9                 2.3                 
0                    37.9                 2.4                 
0                    37.9                 2.5                 
0                    37.9                 2.6                 
0                    37.9                 2.7                 
0                    37.9                 2.8                 
0                    37.9                 2.9                 
0                    37.9                 3.0                 
0                    37.9                 3.1                 
0                    37.9                 3.2                 
0                    37.9                 3.3                 
0                    37.9                 3.4                 
0                    37.9                 3.5                 
0                    37.9                 3.6                 
0                    37.9                 3.7                 
0                    37.9                 3.8                 
0                    37.9                 3.9                 
0                    37.9                 4.0                 
0                    37.9                 4.1                 
0                    37.9                 4.2                 
0                    37.9                 4.3                 
0                    37.9                 4.4                 
0                    38.0                 -9.3                
0                    38.0                 -9.2                
0                    38.0                 -9.1                
0                    38.0                 -9.0                
0                    38.0                 -8.9                
0                    38.0                 -8.8                
0                    38.0                 -8.7                
0                    38.0                 -8.6                
0                    38.0                 -8.5                
0                    38.0                 -8.4                
0                    38.0                 -8.3                
0                    38.0                 -8.2                
0                    38.0                 -8.1                
0                    38.0                 -8.0                
0                    38.0                 -7.9                
0                    38.0                 -7.8                
0                    38.0                 -7.7                
0                    38.0                 -7.6                
0                    38.0                 -7.5                
0.07117327089784706  38.0                 -7.4                
0.07003620087120703  38.0                 -7.3                
0.06890051769196227  38.0                 -7.2                
0.06735781567855317  38.0                 -7.1                
0.06667405147933592  38.0                 -7.0                
0.06499959341527974  38.0                 -6.9                
0.06483455259318383  38.0                 -6.8                
0.06730519476084518  38.0                 -6.7                
0.06756196824855595  38.0                 -6.6                
0.06822491367180097  38.0                 -6.5                
0.07018972507540139  38.0                 -6.4                
0.0710303572215977   38.0                 -6.3                
0.07324644642101644  38.0                 -6.2                
0.07833777862461593  38.0                 -6.1                
0.07954384509695356  38.0                 -6.0                
0.07497165958459241  38.0                 -5.9                
0.0749026971288319   38.0                 -5.8                
0.0766807475283786   38.0                 -5.7                
0.07242278216266027  38.0                 -5.6                
0.06993529456003754  38.0                 -5.5                
0.06876533085671718  38.0                 -5.4                
0.06973629949149569  38.0                 -5.3                
0.07058572259796468  38.0                 -5.2                
0.0674285062644866   38.0                 -5.1                
0.06664648671040029  38.0                 -5.0                
0.06804105180093825  38.0                 -4.9                
0.06993358962500142  38.0                 -4.8                
0.07236106500402845  38.0                 -4.7                
0.06961130844808507  38.0                 -4.6                
0.06576833391351888  38.0                 -4.5                
0.06690350558380813  38.0                 -4.4                
0.0741617126160291   38.0                 -4.3                
0.07453325719980554  38.0                 -4.2                
0.07376161848657088  38.0                 -4.1                
0.07167858964803343  38.0                 -4.0                
0.07268270098747392  38.0                 -3.9                
0.07617247926072175  38.0                 -3.8                
0.07152471291800715  38.0                 -3.7                
0.06385575116878886  38.0                 -3.6                
0.06520179244300385  38.0                 -3.5                
0.06438227146963664  38.0                 -3.4                
0.05965935337682195  38.0                 -3.3                
0.059104428575274405 38.0                 -3.2                
0.0592841584237025   38.0                 -3.1                
0.0585568473311885   38.0                 -3.0                
0.05611522554665983  38.0                 -2.9                
0.05686340184932498  38.0                 -2.8                
0.05684795843750169  38.0                 -2.7                
0.060460652473509645 38.0                 -2.6                
0.06997762098412216  38.0                 -2.5                
0.07523836620219711  38.0                 -2.4                
0.08340356248926774  38.0                 -2.3                
0.0921375748795238   38.0                 -2.2                
0.10306117973109477  38.0                 -2.1                
0.11178969069469397  38.0                 -2.0                
0.11003879965263735  38.0                 -1.9                
0.11381083796576695  38.0                 -1.8                
0.12294501478042509  38.0                 -1.7                
0.12468750675003572  38.0                 -1.6                
0.13621019895921166  38.0                 -1.5                
0.13517326220599274  38.0                 -1.4                
0.14646517223249386  38.0                 -1.3                
0.15085472653490456  38.0                 -1.2                
0.15261690783696732  38.0                 -1.1                
0.14840705372693547  38.0                 -1.0                
0.148540548957458    38.0                 -0.9                
0.1683922267721921   38.0                 -0.8                
0.16733255913895412  38.0                 -0.7                
0.17493031028254916  38.0                 -0.6                
0                    38.0                 -0.5                
0                    38.0                 -0.4                
0                    38.0                 -0.3                
0                    38.0                 -0.2                
0                    38.0                 -0.1                
0                    38.0                 0.0                 
0                    38.0                 0.1                 
0                    38.0                 0.2                 
0                    38.0                 0.3                 
0                    38.0                 0.4                 
0                    38.0                 0.5                 
0                    38.0                 0.6                 
0                    38.0                 0.7                 
0                    38.0                 0.8                 
0                    38.0                 0.9                 
0                    38.0                 1.0                 
0                    38.0                 1.1                 
0                    38.0                 1.2                 
0                    38.0                 1.3                 
0                    38.0                 1.4                 
0                    38.0                 1.5                 
0                    38.0                 1.6                 
0                    38.0                 1.7                 
0                    38.0                 1.8                 
0                    38.0                 1.9                 
0                    38.0                 2.0                 
0                    38.0                 2.1                 
0                    38.0                 2.2                 
0                    38.0                 2.3                 
0                    38.0                 2.4                 
0                    38.0                 2.5                 
0                    38.0                 2.6                 
0                    38.0                 2.7                 
0                    38.0                 2.8                 
0                    38.0                 2.9                 
0                    38.0                 3.0                 
0                    38.0                 3.1                 
0                    38.0                 3.2                 
0                    38.0                 3.3                 
0                    38.0                 3.4                 
0                    38.0                 3.5                 
0                    38.0                 3.6                 
0                    38.0                 3.7                 
0                    38.0                 3.8                 
0                    38.0                 3.9                 
0                    38.0                 4.0                 
0                    38.0                 4.1                 
0                    38.0                 4.2                 
0                    38.0                 4.3                 
0                    38.0                 4.4                 
0                    38.1                 -9.3                
0                    38.1                 -9.2                
0                    38.1                 -9.1                
0                    38.1                 -9.0                
0                    38.1                 -8.9                
0                    38.1                 -8.8                
0                    38.1                 -8.7                
0                    38.1                 -8.6                
0                    38.1                 -8.5                
0                    38.1                 -8.4                
0                    38.1                 -8.3                
0                    38.1                 -8.2                
0                    38.1                 -8.1                
0                    38.1                 -8.0                
0                    38.1                 -7.9                
0                    38.1                 -7.8                
0                    38.1                 -7.7                
0                    38.1                 -7.6                
0                    38.1                 -7.5                
0                    38.1                 -7.4                
0                    38.1                 -7.3                
0                    38.1                 -7.2                
0                    38.1                 -7.1                
0.06301573145059379  38.1                 -7.0                
0.0635081326591454   38.1                 -6.9                
0.06249037498270443  38.1                 -6.8                
0.0629819900657595   38.1                 -6.7                
0.0647374309689225   38.1                 -6.6                
0.06793286489440958  38.1                 -6.5                
0.0701174401552999   38.1                 -6.4                
0.07247137619871581  38.1                 -6.3                
0.07498598636932799  38.1                 -6.2                
0.08244360751470921  38.1                 -6.1                
0.07970371986820268  38.1                 -6.0                
0.07416043743769166  38.1                 -5.9                
0.07358408971992392  38.1                 -5.8                
0.07567950734370225  38.1                 -5.7                
0.07322622344790877  38.1                 -5.6                
0.07194424251327865  38.1                 -5.5                
0.07037600880729482  38.1                 -5.4                
0.07149621622486071  38.1                 -5.3                
0.06949440642132987  38.1                 -5.2                
0.06785625249253431  38.1                 -5.1                
0.07037201808765528  38.1                 -5.0                
0.07030129337686357  38.1                 -4.9                
0.07454500247941542  38.1                 -4.8                
0.07283983896000705  38.1                 -4.7                
0.06793227560781262  38.1                 -4.6                
0.06389701098106579  38.1                 -4.5                
0.06758550228260178  38.1                 -4.4                
0.06731965900086713  38.1                 -4.3                
0.06827401867991498  38.1                 -4.2                
0.0700591491133568   38.1                 -4.1                
0.07025770672967159  38.1                 -4.0                
0.07048074307960796  38.1                 -3.9                
0.07139149331160903  38.1                 -3.8                
0.0709479870892846   38.1                 -3.7                
0.07002107313474505  38.1                 -3.6                
0.06658432872396287  38.1                 -3.5                
0.06449793625111463  38.1                 -3.4                
0.064044801508605    38.1                 -3.3                
0.06221127217765471  38.1                 -3.2                
0.060830548922336296 38.1                 -3.1                
0.0599789059338812   38.1                 -3.0                
