Avg Annual Daily Max Latitude             Longitude           
0.0                  38.3                 1.6                 
0.0                  38.3                 1.7                 
0.0                  38.3                 1.8                 
0.0                  38.3                 1.9                 
0.0                  38.3                 2.0                 
0.0                  38.3                 2.1                 
0.0                  38.3                 2.2                 
0.0                  38.3                 2.3                 
0.0                  38.3                 2.4                 
0.0                  38.3                 2.5                 
0.0                  38.3                 2.6                 
0.0                  38.3                 2.7                 
0.0                  38.3                 2.8                 
0.0                  38.3                 2.9                 
0.0                  38.3                 3.0                 
0.0                  38.3                 3.1                 
0.0                  38.3                 3.2                 
0.0                  38.3                 3.3                 
0.0                  38.3                 3.4                 
0.0                  38.3                 3.5                 
0.0                  38.3                 3.6                 
0.0                  38.3                 3.7                 
0.0                  38.3                 3.8                 
0.0                  38.3                 3.9                 
0.0                  38.3                 4.0                 
0.0                  38.3                 4.1                 
0.0                  38.3                 4.2                 
0.0                  38.3                 4.3                 
0.0                  38.3                 4.4                 
0.0                  38.4                 -9.3                
0.0                  38.4                 -9.2                
0.0                  38.4                 -9.1                
0.0                  38.4                 -9.0                
0.0                  38.4                 -8.9                
0.0                  38.4                 -8.8                
0.0                  38.4                 -8.7                
0.0                  38.4                 -8.6                
0.0                  38.4                 -8.5                
0.0                  38.4                 -8.4                
0.0                  38.4                 -8.3                
0.0                  38.4                 -8.2                
0.0                  38.4                 -8.1                
0.0                  38.4                 -8.0                
0.0                  38.4                 -7.9                
0.0                  38.4                 -7.8                
0.0                  38.4                 -7.7                
0.0                  38.4                 -7.6                
0.0                  38.4                 -7.5                
41.23570563576438    38.4                 -7.4                
41.471297639789      38.4                 -7.3                
42.799851417541504   38.4                 -7.2                
43.26786726171319    38.4                 -7.1                
44.84809811909994    38.4                 -7.0                
43.441750121839114   38.4                 -6.9                
41.088600707776614   38.4                 -6.8                
41.283660426284335   38.4                 -6.7                
40.25765866944284    38.4                 -6.6                
40.54983691013219    38.4                 -6.5                
42.15084023909134    38.4                 -6.4                
40.49713061072609    38.4                 -6.3                
39.918384537552335   38.4                 -6.2                
40.07054924242424    38.4                 -6.1                
38.24267185095585    38.4                 -6.0                
34.21149026986323    38.4                 -5.9                
35.07174239014134    38.4                 -5.8                
35.74452112660264    38.4                 -5.7                
40.08794546127319    38.4                 -5.6                
40.206322091998466   38.4                 -5.5                
36.899885408806085   38.4                 -5.4                
37.39981560273605    38.4                 -5.3                
36.75718213572645    38.4                 -5.2                
35.83652990514582    38.4                 -5.1                
38.417549277796894   38.4                 -5.0                
37.91362535592281    38.4                 -4.9                
35.728126988266446   38.4                 -4.8                
33.77409989906079    38.4                 -4.7                
31.89771894975143    38.4                 -4.6                
31.113557728854097   38.4                 -4.5                
29.48509625232581    38.4                 -4.4                
29.659618897871535   38.4                 -4.3                
29.23016906507088    38.4                 -4.2                
29.874322212103635   38.4                 -4.1                
30.86294318690445    38.4                 -4.0                
31.450052593693595   38.4                 -3.9                
31.6010816747492     38.4                 -3.8                
32.17713809735848    38.4                 -3.7                
33.52762444814046    38.4                 -3.6                
34.810146317337484   38.4                 -3.5                
34.80735011534258    38.4                 -3.4                
34.71552556933779    38.4                 -3.3                
35.37583868431323    38.4                 -3.2                
36.118153629880965   38.4                 -3.1                
37.83954123294715    38.4                 -3.0                
40.10083455750437    38.4                 -2.9                
39.6862230011911     38.4                 -2.8                
39.62655398339936    38.4                 -2.7                
39.84476712255767    38.4                 -2.6                
41.408825513088345   38.4                 -2.5                
41.6926378770308     38.4                 -2.4                
40.404732733061834   38.4                 -2.3                
39.71581853519787    38.4                 -2.2                
44.700888893821016   38.4                 -2.1                
44.92568828120376    38.4                 -2.0                
40.10010408632683    38.4                 -1.9                
36.960857535853535   38.4                 -1.8                
36.29986848253192    38.4                 -1.7                
36.173025940403804   38.4                 -1.6                
35.755670547485344   38.4                 -1.5                
35.484426556211524   38.4                 -1.4                
35.82446687871761    38.4                 -1.3                
34.4290135412505     38.4                 -1.2                
36.550756078777894   38.4                 -1.1                
38.39856105862242    38.4                 -1.0                
39.91169030738599    38.4                 -0.9                
45.287495714245416   38.4                 -0.8                
45.33385932806767    38.4                 -0.7                
46.80083095666134    38.4                 -0.6                
46.517799088449195   38.4                 -0.5                
42.57018544457175    38.4                 -0.4                
0.0                  38.4                 -0.3                
0.0                  38.4                 -0.2                
0.0                  38.4                 -0.1                
0.0                  38.4                 0.0                 
0.0                  38.4                 0.1                 
0.0                  38.4                 0.2                 
0.0                  38.4                 0.3                 
0.0                  38.4                 0.4                 
0.0                  38.4                 0.5                 
0.0                  38.4                 0.6                 
0.0                  38.4                 0.7                 
0.0                  38.4                 0.8                 
0.0                  38.4                 0.9                 
0.0                  38.4                 1.0                 
0.0                  38.4                 1.1                 
0.0                  38.4                 1.2                 
0.0                  38.4                 1.3                 
0.0                  38.4                 1.4                 
0.0                  38.4                 1.5                 
0.0                  38.4                 1.6                 
0.0                  38.4                 1.7                 
0.0                  38.4                 1.8                 
0.0                  38.4                 1.9                 
0.0                  38.4                 2.0                 
0.0                  38.4                 2.1                 
0.0                  38.4                 2.2                 
0.0                  38.4                 2.3                 
0.0                  38.4                 2.4                 
0.0                  38.4                 2.5                 
0.0                  38.4                 2.6                 
0.0                  38.4                 2.7                 
0.0                  38.4                 2.8                 
0.0                  38.4                 2.9                 
0.0                  38.4                 3.0                 
0.0                  38.4                 3.1                 
0.0                  38.4                 3.2                 
0.0                  38.4                 3.3                 
0.0                  38.4                 3.4                 
0.0                  38.4                 3.5                 
0.0                  38.4                 3.6                 
0.0                  38.4                 3.7                 
0.0                  38.4                 3.8                 
0.0                  38.4                 3.9                 
0.0                  38.4                 4.0                 
0.0                  38.4                 4.1                 
0.0                  38.4                 4.2                 
0.0                  38.4                 4.3                 
0.0                  38.4                 4.4                 
0.0                  38.5                 -9.3                
0.0                  38.5                 -9.2                
0.0                  38.5                 -9.1                
0.0                  38.5                 -9.0                
0.0                  38.5                 -8.9                
0.0                  38.5                 -8.8                
0.0                  38.5                 -8.7                
0.0                  38.5                 -8.6                
0.0                  38.5                 -8.5                
0.0                  38.5                 -8.4                
0.0                  38.5                 -8.3                
0.0                  38.5                 -8.2                
0.0                  38.5                 -8.1                
0.0                  38.5                 -8.0                
0.0                  38.5                 -7.9                
0.0                  38.5                 -7.8                
0.0                  38.5                 -7.7                
0.0                  38.5                 -7.6                
0.0                  38.5                 -7.5                
41.820696021571294   38.5                 -7.4                
42.6506249109904     38.5                 -7.3                
41.3211880308209     38.5                 -7.2                
43.157084522825286   38.5                 -7.1                
43.9616907004154     38.5                 -7.0                
43.81556539824514    38.5                 -6.9                
41.03333054166852    38.5                 -6.8                
38.449671022819764   38.5                 -6.7                
37.06389291358716    38.5                 -6.6                
37.17460906866826    38.5                 -6.5                
37.68314315333512    38.5                 -6.4                
37.28922648863359    38.5                 -6.3                
37.969049742727556   38.5                 -6.2                
39.70361713929609    38.5                 -6.1                
37.42948237332432    38.5                 -6.0                
33.37972931428389    38.5                 -5.9                
32.103508602489136   38.5                 -5.8                
33.34795398423166    38.5                 -5.7                
36.85669794949619    38.5                 -5.6                
37.9961388616851     38.5                 -5.5                
36.41894099206633    38.5                 -5.4                
35.41047018224541    38.5                 -5.3                
37.557687730500184   38.5                 -5.2                
37.266689011544905   38.5                 -5.1                
33.9136089700641     38.5                 -5.0                
35.199694098848305   38.5                 -4.9                
32.86625295696837    38.5                 -4.8                
33.091964259292155   38.5                 -4.7                
31.690830129565615   38.5                 -4.6                
31.087736765543617   38.5                 -4.5                
28.431954412749313   38.5                 -4.4                
28.15419701373938    38.5                 -4.3                
29.529394958958473   38.5                 -4.2                
31.329180255080708   38.5                 -4.1                
32.72551688280972    38.5                 -4.0                
33.374201528953776   38.5                 -3.9                
32.46643738313155    38.5                 -3.8                
32.674932884447514   38.5                 -3.7                
34.48902689326893    38.5                 -3.6                
35.758621360316425   38.5                 -3.5                
34.2180873263966     38.5                 -3.4                
33.144250306216165   38.5                 -3.3                
33.33175497344045    38.5                 -3.2                
34.34935754718203    38.5                 -3.1                
35.96889345573657    38.5                 -3.0                
37.478808952100344   38.5                 -2.9                
36.748561830231644   38.5                 -2.8                
36.215154170990004   38.5                 -2.7                
37.79933335564353    38.5                 -2.6                
39.83671954183868    38.5                 -2.5                
40.3091400608872     38.5                 -2.4                
38.500309048276954   38.5                 -2.3                
38.166867299513385   38.5                 -2.2                
40.90766051321319    38.5                 -2.1                
41.62331647583934    38.5                 -2.0                
40.829267993117824   38.5                 -1.9                
38.12419978055087    38.5                 -1.8                
35.93764214082198    38.5                 -1.7                
34.45429261525471    38.5                 -1.6                
34.56835012724906    38.5                 -1.5                
34.91073501471317    38.5                 -1.4                
34.12948241378322    38.5                 -1.3                
32.374898751576744   38.5                 -1.2                
34.38630171978112    38.5                 -1.1                
37.212222388296425   38.5                 -1.0                
43.27129866860129    38.5                 -0.9                
49.58907286326092    38.5                 -0.8                
53.252178423332424   38.5                 -0.7                
55.19958233110834    38.5                 -0.6                
52.755128109093874   38.5                 -0.5                
46.706378821170695   38.5                 -0.4                
46.5679349754796     38.5                 -0.3                
43.91974882646041    38.5                 -0.2                
0.0                  38.5                 -0.1                
0.0                  38.5                 0.0                 
0.0                  38.5                 0.1                 
0.0                  38.5                 0.2                 
0.0                  38.5                 0.3                 
0.0                  38.5                 0.4                 
0.0                  38.5                 0.5                 
0.0                  38.5                 0.6                 
0.0                  38.5                 0.7                 
0.0                  38.5                 0.8                 
0.0                  38.5                 0.9                 
0.0                  38.5                 1.0                 
0.0                  38.5                 1.1                 
0.0                  38.5                 1.2                 
0.0                  38.5                 1.3                 
0.0                  38.5                 1.4                 
0.0                  38.5                 1.5                 
0.0                  38.5                 1.6                 
0.0                  38.5                 1.7                 
0.0                  38.5                 1.8                 
0.0                  38.5                 1.9                 
0.0                  38.5                 2.0                 
0.0                  38.5                 2.1                 
0.0                  38.5                 2.2                 
0.0                  38.5                 2.3                 
0.0                  38.5                 2.4                 
0.0                  38.5                 2.5                 
0.0                  38.5                 2.6                 
0.0                  38.5                 2.7                 
0.0                  38.5                 2.8                 
0.0                  38.5                 2.9                 
0.0                  38.5                 3.0                 
0.0                  38.5                 3.1                 
0.0                  38.5                 3.2                 
0.0                  38.5                 3.3                 
0.0                  38.5                 3.4                 
0.0                  38.5                 3.5                 
0.0                  38.5                 3.6                 
0.0                  38.5                 3.7                 
0.0                  38.5                 3.8                 
0.0                  38.5                 3.9                 
0.0                  38.5                 4.0                 
0.0                  38.5                 4.1                 
0.0                  38.5                 4.2                 
0.0                  38.5                 4.3                 
0.0                  38.5                 4.4                 
0.0                  38.6                 -9.3                
0.0                  38.6                 -9.2                
0.0                  38.6                 -9.1                
0.0                  38.6                 -9.0                
0.0                  38.6                 -8.9                
0.0                  38.6                 -8.8                
0.0                  38.6                 -8.7                
0.0                  38.6                 -8.6                
0.0                  38.6                 -8.5                
0.0                  38.6                 -8.4                
0.0                  38.6                 -8.3                
0.0                  38.6                 -8.2                
0.0                  38.6                 -8.1                
0.0                  38.6                 -8.0                
0.0                  38.6                 -7.9                
0.0                  38.6                 -7.8                
0.0                  38.6                 -7.7                
0.0                  38.6                 -7.6                
0.0                  38.6                 -7.5                
41.16664198673132    38.6                 -7.4                
41.13849839297208    38.6                 -7.3                
40.84838248744153    38.6                 -7.2                
41.440060904531784   38.6                 -7.1                
40.75801453445897    38.6                 -7.0                
38.27958369977547    38.6                 -6.9                
38.22217817017527    38.6                 -6.8                
36.7254701383186     38.6                 -6.7                
34.34189862915964    38.6                 -6.6                
35.23741895502263    38.6                 -6.5                
35.23701586867823    38.6                 -6.4                
35.273335543545805   38.6                 -6.3                
36.16759054588549    38.6                 -6.2                
37.03758025891853    38.6                 -6.1                
35.02105230273623    38.6                 -6.0                
32.4190554040851     38.6                 -5.9                
31.682641838536117   38.6                 -5.8                
32.47752114498254    38.6                 -5.7                
36.25564679232511    38.6                 -5.6                
38.997345433090686   38.6                 -5.5                
37.68558077378706    38.6                 -5.4                
36.01431722351998    38.6                 -5.3                
39.70668587540138    38.6                 -5.2                
38.48239508542148    38.6                 -5.1                
34.52613378293586    38.6                 -5.0                
34.52223487333819    38.6                 -4.9                
32.81684781565811    38.6                 -4.8                
32.00612605701794    38.6                 -4.7                
30.693301981145687   38.6                 -4.6                
29.460322625709303   38.6                 -4.5                
28.910067630536624   38.6                 -4.4                
29.571608384450286   38.6                 -4.3                
31.05135894544197    38.6                 -4.2                
32.24270611098319    38.6                 -4.1                
33.91990962173       38.6                 -4.0                
34.98272550467289    38.6                 -3.9                
32.705395178361364   38.6                 -3.8                
32.891279220581055   38.6                 -3.7                
34.979789574941      38.6                 -3.6                
35.131979725577615   38.6                 -3.5                
34.402553962938704   38.6                 -3.4                
33.44714329459451    38.6                 -3.3                
34.34926980914492    38.6                 -3.2                
35.07125353090692    38.6                 -3.1                
36.0393480387601     38.6                 -3.0                
37.41887174953115    38.6                 -2.9                
35.470339384945945   38.6                 -2.8                
35.06905562949904    38.6                 -2.7                
37.950569210630476   38.6                 -2.6                
41.4770751288443     38.6                 -2.5                
41.0706519502582     38.6                 -2.4                
37.51863560532079    38.6                 -2.3                
36.820020430015795   38.6                 -2.2                
39.13962702317671    38.6                 -2.1                
41.9108595125603     38.6                 -2.0                
40.98548577048562    38.6                 -1.9                
38.475794835524134   38.6                 -1.8                
37.7553381919861     38.6                 -1.7                
34.42805658687246    38.6                 -1.6                
36.58389552434284    38.6                 -1.5                
36.702783165556006   38.6                 -1.4                
34.682666157231175   38.6                 -1.3                
33.20295695102576    38.6                 -1.2                
36.15038376143484    38.6                 -1.1                
38.83804373307662    38.6                 -1.0                
46.65987780599883    38.6                 -0.9                
55.10284880435828    38.6                 -0.8                
61.59973832332727    38.6                 -0.7                
63.56744269168736    38.6                 -0.6                
61.26093861550997    38.6                 -0.5                
54.34268237605238    38.6                 -0.4                
51.81898703719631    38.6                 -0.3                
55.635920828038984   38.6                 -0.2                
55.73013773831454    38.6                 -0.1                
71.49456934495403    38.6                 0.0                 
0.0                  38.6                 0.1                 
0.0                  38.6                 0.2                 
0.0                  38.6                 0.3                 
0.0                  38.6                 0.4                 
0.0                  38.6                 0.5                 
0.0                  38.6                 0.6                 
0.0                  38.6                 0.7                 
0.0                  38.6                 0.8                 
0.0                  38.6                 0.9                 
0.0                  38.6                 1.0                 
0.0                  38.6                 1.1                 
0.0                  38.6                 1.2                 
0.0                  38.6                 1.3                 
0.0                  38.6                 1.4                 
0.0                  38.6                 1.5                 
0.0                  38.6                 1.6                 
0.0                  38.6                 1.7                 
0.0                  38.6                 1.8                 
0.0                  38.6                 1.9                 
0.0                  38.6                 2.0                 
0.0                  38.6                 2.1                 
0.0                  38.6                 2.2                 
0.0                  38.6                 2.3                 
0.0                  38.6                 2.4                 
0.0                  38.6                 2.5                 
0.0                  38.6                 2.6                 
0.0                  38.6                 2.7                 
0.0                  38.6                 2.8                 
0.0                  38.6                 2.9                 
0.0                  38.6                 3.0                 
0.0                  38.6                 3.1                 
0.0                  38.6                 3.2                 
0.0                  38.6                 3.3                 
0.0                  38.6                 3.4                 
0.0                  38.6                 3.5                 
0.0                  38.6                 3.6                 
0.0                  38.6                 3.7                 
0.0                  38.6                 3.8                 
0.0                  38.6                 3.9                 
0.0                  38.6                 4.0                 
0.0                  38.6                 4.1                 
0.0                  38.6                 4.2                 
0.0                  38.6                 4.3                 
0.0                  38.6                 4.4                 
0.0                  38.7                 -9.3                
0.0                  38.7                 -9.2                
0.0                  38.7                 -9.1                
0.0                  38.7                 -9.0                
0.0                  38.7                 -8.9                
0.0                  38.7                 -8.8                
0.0                  38.7                 -8.7                
0.0                  38.7                 -8.6                
0.0                  38.7                 -8.5                
0.0                  38.7                 -8.4                
0.0                  38.7                 -8.3                
0.0                  38.7                 -8.2                
0.0                  38.7                 -8.1                
0.0                  38.7                 -8.0                
0.0                  38.7                 -7.9                
0.0                  38.7                 -7.8                
0.0                  38.7                 -7.7                
0.0                  38.7                 -7.6                
0.0                  38.7                 -7.5                
0.0                  38.7                 -7.4                
39.93224635268702    38.7                 -7.3                
40.48003647544168    38.7                 -7.2                
40.94655805645567    38.7                 -7.1                
38.531678344264165   38.7                 -7.0                
34.88579245769616    38.7                 -6.9                
36.41325257041238    38.7                 -6.8                
33.99705477916833    38.7                 -6.7                
31.398910349065606   38.7                 -6.6                
31.86051264676182    38.7                 -6.5                
34.2417728250677     38.7                 -6.4                
35.21961251172152    38.7                 -6.3                
36.37280634677772    38.7                 -6.2                
36.968927123329856   38.7                 -6.1                
32.896079207911654   38.7                 -6.0                
31.413577802253496   38.7                 -5.9                
31.863199031714228   38.7                 -5.8                
30.5324251579516     38.7                 -5.7                
33.438357367660075   38.7                 -5.6                
36.57562868522876    38.7                 -5.5                
37.07278451052579    38.7                 -5.4                
36.2913293838501     38.7                 -5.3                
37.06226204380846    38.7                 -5.2                
37.81794074087433    38.7                 -5.1                
39.07483717889497    38.7                 -5.0                
35.51662384379994    38.7                 -4.9                
35.20312800551906    38.7                 -4.8                
33.60816319783529    38.7                 -4.7                
31.553635669477064   38.7                 -4.6                
29.587880712566946   38.7                 -4.5                
29.667371330839217   38.7                 -4.4                
30.47517798163673    38.7                 -4.3                
34.431854146899596   38.7                 -4.2                
30.197165691491335   38.7                 -4.1                
30.21522711262558    38.7                 -4.0                
31.218869093692668   38.7                 -3.9                
32.351526896158845   38.7                 -3.8                
31.551124442707422   38.7                 -3.7                
32.62836239554667    38.7                 -3.6                
33.69163307999119    38.7                 -3.5                
33.755459756562196   38.7                 -3.4                
32.674336650154814   38.7                 -3.3                
33.05377837383386    38.7                 -3.2                
32.780462727402195   38.7                 -3.1                
32.93162432583896    38.7                 -3.0                
34.403166120702565   38.7                 -2.9                
33.79836994228942    38.7                 -2.8                
34.731515812151365   38.7                 -2.7                
38.04092449130435    38.7                 -2.6                
40.51870694304959    38.7                 -2.5                
41.213636138222434   38.7                 -2.4                
40.25859931021026    38.7                 -2.3                
40.338913093913675   38.7                 -2.2                
38.91683153672653    38.7                 -2.1                
39.9074933312156     38.7                 -2.0                
38.915740114269816   38.7                 -1.9                
37.05677548321811    38.7                 -1.8                
36.586692578864835   38.7                 -1.7                
37.11025188908433    38.7                 -1.6                
40.85365519379125    38.7                 -1.5                
40.400584871118724   38.7                 -1.4                
37.08156500440654    38.7                 -1.3                
35.96763067534476    38.7                 -1.2                
38.50780634446577    38.7                 -1.1                
43.05368317979755    38.7                 -1.0                
51.1964547995365     38.7                 -0.9                
63.061740037166715   38.7                 -0.8                
73.22965572819565    38.7                 -0.7                
77.31152280171717    38.7                 -0.6                
74.13406640833074    38.7                 -0.5                
74.50651749697597    38.7                 -0.4                
78.51472640760014    38.7                 -0.3                
86.98078057260223    38.7                 -0.2                
98.76092428149597    38.7                 -0.1                
87.0030028025309     38.7                 0.0                 
87.96611522905754    38.7                 0.1                 
86.9484007575295     38.7                 0.2                 
0.0                  38.7                 0.3                 
0.0                  38.7                 0.4                 
0.0                  38.7                 0.5                 
0.0                  38.7                 0.6                 
0.0                  38.7                 0.7                 
0.0                  38.7                 0.8                 
0.0                  38.7                 0.9                 
0.0                  38.7                 1.0                 
0.0                  38.7                 1.1                 
0.0                  38.7                 1.2                 
0.0                  38.7                 1.3                 
53.84690608400287    38.7                 1.4                 
52.55152017419988    38.7                 1.5                 
58.855606425892226   38.7                 1.6                 
0.0                  38.7                 1.7                 
0.0                  38.7                 1.8                 
0.0                  38.7                 1.9                 
0.0                  38.7                 2.0                 
0.0                  38.7                 2.1                 
0.0                  38.7                 2.2                 
0.0                  38.7                 2.3                 
0.0                  38.7                 2.4                 
0.0                  38.7                 2.5                 
0.0                  38.7                 2.6                 
0.0                  38.7                 2.7                 
0.0                  38.7                 2.8                 
0.0                  38.7                 2.9                 
0.0                  38.7                 3.0                 
0.0                  38.7                 3.1                 
0.0                  38.7                 3.2                 
0.0                  38.7                 3.3                 
0.0                  38.7                 3.4                 
0.0                  38.7                 3.5                 
0.0                  38.7                 3.6                 
0.0                  38.7                 3.7                 
0.0                  38.7                 3.8                 
0.0                  38.7                 3.9                 
0.0                  38.7                 4.0                 
0.0                  38.7                 4.1                 
0.0                  38.7                 4.2                 
0.0                  38.7                 4.3                 
0.0                  38.7                 4.4                 
0.0                  38.8                 -9.3                
0.0                  38.8                 -9.2                
0.0                  38.8                 -9.1                
0.0                  38.8                 -9.0                
0.0                  38.8                 -8.9                
0.0                  38.8                 -8.8                
0.0                  38.8                 -8.7                
0.0                  38.8                 -8.6                
0.0                  38.8                 -8.5                
0.0                  38.8                 -8.4                
0.0                  38.8                 -8.3                
0.0                  38.8                 -8.2                
0.0                  38.8                 -8.1                
0.0                  38.8                 -8.0                
0.0                  38.8                 -7.9                
0.0                  38.8                 -7.8                
0.0                  38.8                 -7.7                
0.0                  38.8                 -7.6                
0.0                  38.8                 -7.5                
0.0                  38.8                 -7.4                
39.3306587970618     38.8                 -7.3                
39.62487290122292    38.8                 -7.2                
39.87252099586255    38.8                 -7.1                
36.960758498220734   38.8                 -7.0                
34.264506759065576   38.8                 -6.9                
32.956391305634476   38.8                 -6.8                
31.857912121397078   38.8                 -6.7                
29.54201326948223    38.8                 -6.6                
28.652977004195705   38.8                 -6.5                
30.542905619650174   38.8                 -6.4                
35.344518430305264   38.8                 -6.3                
37.503863421353415   38.8                 -6.2                
34.464473117481575   38.8                 -6.1                
31.86765196829131    38.8                 -6.0                
30.61862802505494    38.8                 -5.9                
29.80860243421612    38.8                 -5.8                
31.039029959476352   38.8                 -5.7                
31.81552702007871    38.8                 -5.6                
33.96015005400687    38.8                 -5.5                
34.68565105669426    38.8                 -5.4                
35.81789054292621    38.8                 -5.3                
39.865913289965995   38.8                 -5.2                
45.24465075406162    38.8                 -5.1                
40.06203522826686    38.8                 -5.0                
37.35171500119296    38.8                 -4.9                
36.48502627286045    38.8                 -4.8                
38.65836423816102    38.8                 -4.7                
34.88298878525242    38.8                 -4.6                
31.84310064893781    38.8                 -4.5                
31.823736349741615   38.8                 -4.4                
31.652270244829577   38.8                 -4.3                
32.74699306488037    38.8                 -4.2                
31.573952356974285   38.8                 -4.1                
29.73366168051054    38.8                 -4.0                
29.14485304283373    38.8                 -3.9                
30.077498349276453   38.8                 -3.8                
30.374059864968956   38.8                 -3.7                
30.339050105123814   38.8                 -3.6                
31.16590355381821    38.8                 -3.5                
32.31788889567058    38.8                 -3.4                
33.72040971120199    38.8                 -3.3                
33.398953192161784   38.8                 -3.2                
30.813935424342308   38.8                 -3.1                
33.16657398686264    38.8                 -3.0                
32.70680179017963    38.8                 -2.9                
32.32466768495963    38.8                 -2.8                
34.89594715291803    38.8                 -2.7                
38.665160121339724   38.8                 -2.6                
39.0787589188778     38.8                 -2.5                
37.35143164432411    38.8                 -2.4                
40.16269874572753    38.8                 -2.3                
40.593982407540985   38.8                 -2.2                
39.993975798288986   38.8                 -2.1                
37.94651345050695    38.8                 -2.0                
36.08214517073198    38.8                 -1.9                
35.22930117809411    38.8                 -1.8                
35.123497717308275   38.8                 -1.7                
36.59530477812795    38.8                 -1.6                
38.45412901676063    38.8                 -1.5                
39.667732657808266   38.8                 -1.4                
39.81301483963474    38.8                 -1.3                
40.321928024291985   38.8                 -1.2                
43.930142749439575   38.8                 -1.1                
46.48200552391284    38.8                 -1.0                
56.235863107623466   38.8                 -0.9                
64.03516622023149    38.8                 -0.8                
70.32734122420803    38.8                 -0.7                
76.80315624583855    38.8                 -0.6                
82.60656405940199    38.8                 -0.5                
92.64151792815237    38.8                 -0.4                
95.5872282259392     38.8                 -0.3                
107.39233985091698   38.8                 -0.2                
116.04563568577625   38.8                 -0.1                
102.71452603195652   38.8                 0.0                 
101.0502921595718    38.8                 0.1                 
97.03419621785484    38.8                 0.2                 
0.0                  38.8                 0.3                 
0.0                  38.8                 0.4                 
0.0                  38.8                 0.5                 
0.0                  38.8                 0.6                 
0.0                  38.8                 0.7                 
0.0                  38.8                 0.8                 
0.0                  38.8                 0.9                 
0.0                  38.8                 1.0                 
0.0                  38.8                 1.1                 
0.0                  38.8                 1.2                 
0.0                  38.8                 1.3                 
52.55499780539312    38.8                 1.4                 
0.0                  38.8                 1.5                 
0.0                  38.8                 1.6                 
0.0                  38.8                 1.7                 
0.0                  38.8                 1.8                 
0.0                  38.8                 1.9                 
0.0                  38.8                 2.0                 
0.0                  38.8                 2.1                 
0.0                  38.8                 2.2                 
0.0                  38.8                 2.3                 
0.0                  38.8                 2.4                 
0.0                  38.8                 2.5                 
0.0                  38.8                 2.6                 
0.0                  38.8                 2.7                 
0.0                  38.8                 2.8                 
0.0                  38.8                 2.9                 
