Avrage Precipitaiton Latitude             Longitude           
0.0                  36.7                 -0.7                
0.0                  36.7                 -0.6                
0.0                  36.7                 -0.5                
0.0                  36.7                 -0.4                
0.0                  36.7                 -0.3                
0.0                  36.7                 -0.2                
0.0                  36.7                 -0.1                
0.0                  36.7                 0.0                 
0.0                  36.7                 0.1                 
0.0                  36.7                 0.2                 
0.0                  36.7                 0.3                 
0.0                  36.7                 0.4                 
0.0                  36.7                 0.5                 
0.0                  36.7                 0.6                 
0.0                  36.7                 0.7                 
0.0                  36.7                 0.8                 
0.0                  36.7                 0.9                 
0.0                  36.7                 1.0                 
0.0                  36.7                 1.1                 
0.0                  36.7                 1.2                 
0.0                  36.7                 1.3                 
0.0                  36.7                 1.4                 
0.0                  36.7                 1.5                 
0.0                  36.7                 1.6                 
0.0                  36.7                 1.7                 
0.0                  36.7                 1.8                 
0.0                  36.7                 1.9                 
0.0                  36.7                 2.0                 
0.0                  36.7                 2.1                 
0.0                  36.7                 2.2                 
0.0                  36.7                 2.3                 
0.0                  36.7                 2.4                 
0.0                  36.7                 2.5                 
0.0                  36.7                 2.6                 
0.0                  36.7                 2.7                 
0.0                  36.7                 2.8                 
0.0                  36.7                 2.9                 
0.0                  36.7                 3.0                 
0.0                  36.7                 3.1                 
0.0                  36.7                 3.2                 
0.0                  36.7                 3.3                 
0.0                  36.7                 3.4                 
0.0                  36.7                 3.5                 
0.0                  36.7                 3.6                 
0.0                  36.7                 3.7                 
0.0                  36.7                 3.8                 
0.0                  36.7                 3.9                 
0.0                  36.7                 4.0                 
0.0                  36.7                 4.1                 
0.0                  36.7                 4.2                 
0.0                  36.7                 4.3                 
0.0                  36.7                 4.4                 
0.0                  36.8                 -9.3                
0.0                  36.8                 -9.2                
0.0                  36.8                 -9.1                
0.0                  36.8                 -9.0                
0.0                  36.8                 -8.9                
0.0                  36.8                 -8.8                
0.0                  36.8                 -8.7                
0.0                  36.8                 -8.6                
0.0                  36.8                 -8.5                
0.0                  36.8                 -8.4                
0.0                  36.8                 -8.3                
0.0                  36.8                 -8.2                
0.0                  36.8                 -8.1                
0.0                  36.8                 -8.0                
0.0                  36.8                 -7.9                
0.0                  36.8                 -7.8                
0.0                  36.8                 -7.7                
0.0                  36.8                 -7.6                
0.0                  36.8                 -7.5                
0.0                  36.8                 -7.4                
0.0                  36.8                 -7.3                
0.0                  36.8                 -7.2                
0.0                  36.8                 -7.1                
0.0                  36.8                 -7.0                
0.0                  36.8                 -6.9                
0.0                  36.8                 -6.8                
0.0                  36.8                 -6.7                
0.0                  36.8                 -6.6                
0.0                  36.8                 -6.5                
1.4839965929310934   36.8                 -6.4                
1.5053745597526076   36.8                 -6.3                
1.5344595873357152   36.8                 -6.2                
1.6029674381755536   36.8                 -6.1                
1.7412673564554206   36.8                 -6.0                
1.932427695727688    36.8                 -5.9                
2.133605941514585    36.8                 -5.8                
2.3285280459069577   36.8                 -5.7                
2.499484445595942    36.8                 -5.6                
2.629676656057019    36.8                 -5.5                
2.6975501830852586   36.8                 -5.4                
2.6747607124572057   36.8                 -5.3                
2.582108356475538    36.8                 -5.2                
2.4286468061855806   36.8                 -5.1                
2.21789589437817     36.8                 -5.0                
1.9600210735227324   36.8                 -4.9                
1.7235843764051515   36.8                 -4.8                
1.5642452151424098   36.8                 -4.7                
1.5140299536446011   36.8                 -4.6                
1.5307769170961332   36.8                 -4.5                
1.5919263389019354   36.8                 -4.4                
1.6760865656721124   36.8                 -4.3                
1.7552810712896803   36.8                 -4.2                
1.8305074600412856   36.8                 -4.1                
1.9081207541696867   36.8                 -4.0                
2.0141411246646914   36.8                 -3.9                
2.079529838555332    36.8                 -3.8                
1.9277021342787106   36.8                 -3.7                
1.5255827409313563   36.8                 -3.6                
1.3912005238058158   36.8                 -3.5                
1.4081643217442257   36.8                 -3.4                
1.4381503356021283   36.8                 -3.3                
1.4283209147929645   36.8                 -3.2                
1.3880225581007906   36.8                 -3.1                
1.3153124152242115   36.8                 -3.0                
1.2420170148293337   36.8                 -2.9                
1.191608699714902    36.8                 -2.8                
1.1134871409887337   36.8                 -2.7                
1.0439047341668057   36.8                 -2.6                
0.9579868593149435   36.8                 -2.5                
0.8797936215836142   36.8                 -2.4                
0.8053973213693012   36.8                 -2.3                
0.7740097863124766   36.8                 -2.2                
0.7510586385877492   36.8                 -2.1                
0.7346776366567441   36.8                 -2.0                
0.0                  36.8                 -1.9                
0.0                  36.8                 -1.8                
0.0                  36.8                 -1.7                
0.0                  36.8                 -1.6                
0.0                  36.8                 -1.5                
0.0                  36.8                 -1.4                
0.0                  36.8                 -1.3                
0.0                  36.8                 -1.2                
0.0                  36.8                 -1.1                
0.0                  36.8                 -1.0                
0.0                  36.8                 -0.9                
0.0                  36.8                 -0.8                
0.0                  36.8                 -0.7                
0.0                  36.8                 -0.6                
0.0                  36.8                 -0.5                
0.0                  36.8                 -0.4                
0.0                  36.8                 -0.3                
0.0                  36.8                 -0.2                
0.0                  36.8                 -0.1                
0.0                  36.8                 0.0                 
0.0                  36.8                 0.1                 
0.0                  36.8                 0.2                 
0.0                  36.8                 0.3                 
0.0                  36.8                 0.4                 
0.0                  36.8                 0.5                 
0.0                  36.8                 0.6                 
0.0                  36.8                 0.7                 
0.0                  36.8                 0.8                 
0.0                  36.8                 0.9                 
0.0                  36.8                 1.0                 
0.0                  36.8                 1.1                 
0.0                  36.8                 1.2                 
0.0                  36.8                 1.3                 
0.0                  36.8                 1.4                 
0.0                  36.8                 1.5                 
0.0                  36.8                 1.6                 
0.0                  36.8                 1.7                 
0.0                  36.8                 1.8                 
0.0                  36.8                 1.9                 
0.0                  36.8                 2.0                 
0.0                  36.8                 2.1                 
0.0                  36.8                 2.2                 
0.0                  36.8                 2.3                 
0.0                  36.8                 2.4                 
0.0                  36.8                 2.5                 
0.0                  36.8                 2.6                 
0.0                  36.8                 2.7                 
0.0                  36.8                 2.8                 
0.0                  36.8                 2.9                 
0.0                  36.8                 3.0                 
0.0                  36.8                 3.1                 
0.0                  36.8                 3.2                 
0.0                  36.8                 3.3                 
0.0                  36.8                 3.4                 
0.0                  36.8                 3.5                 
0.0                  36.8                 3.6                 
0.0                  36.8                 3.7                 
0.0                  36.8                 3.8                 
0.0                  36.8                 3.9                 
0.0                  36.8                 4.0                 
0.0                  36.8                 4.1                 
0.0                  36.8                 4.2                 
0.0                  36.8                 4.3                 
0.0                  36.8                 4.4                 
0.0                  36.9                 -9.3                
0.0                  36.9                 -9.2                
0.0                  36.9                 -9.1                
0.0                  36.9                 -9.0                
0.0                  36.9                 -8.9                
0.0                  36.9                 -8.8                
0.0                  36.9                 -8.7                
0.0                  36.9                 -8.6                
0.0                  36.9                 -8.5                
0.0                  36.9                 -8.4                
0.0                  36.9                 -8.3                
0.0                  36.9                 -8.2                
0.0                  36.9                 -8.1                
0.0                  36.9                 -8.0                
0.0                  36.9                 -7.9                
0.0                  36.9                 -7.8                
0.0                  36.9                 -7.7                
0.0                  36.9                 -7.6                
0.0                  36.9                 -7.5                
0.0                  36.9                 -7.4                
0.0                  36.9                 -7.3                
0.0                  36.9                 -7.2                
0.0                  36.9                 -7.1                
0.0                  36.9                 -7.0                
0.0                  36.9                 -6.9                
0.0                  36.9                 -6.8                
0.0                  36.9                 -6.7                
0.0                  36.9                 -6.6                
1.4521007043553458   36.9                 -6.5                
1.473381012831623    36.9                 -6.4                
1.4948401592580678   36.9                 -6.3                
1.5274037530755777   36.9                 -6.2                
1.5965817958464588   36.9                 -6.1                
1.7157710199002432   36.9                 -6.0                
1.8830360151300625   36.9                 -5.9                
2.0608248446267163   36.9                 -5.8                
2.222011612704163    36.9                 -5.7                
2.357444153178227    36.9                 -5.6                
2.447708420933143    36.9                 -5.5                
2.485067119257871    36.9                 -5.4                
2.445355445375684    36.9                 -5.3                
2.3418689093400884   36.9                 -5.2                
2.1862130006831313   36.9                 -5.1                
1.9932371499872847   36.9                 -5.0                
1.7741431911864296   36.9                 -4.9                
1.572338505331941    36.9                 -4.8                
1.462740124506616    36.9                 -4.7                
1.4511322799956023   36.9                 -4.6                
1.5027064546414286   36.9                 -4.5                
1.5856474259200142   36.9                 -4.4                
1.6676969321025887   36.9                 -4.3                
1.7374107965813193   36.9                 -4.2                
1.8143906919127217   36.9                 -4.1                
1.8892309375738805   36.9                 -4.0                
1.9663822895586527   36.9                 -3.9                
2.0092723285428407   36.9                 -3.8                
1.8888119628331623   36.9                 -3.7                
1.5455020123896237   36.9                 -3.6                
1.3842064929024156   36.9                 -3.5                
1.4288011059898718   36.9                 -3.4                
1.5229880275970862   36.9                 -3.3                
1.5513216078357288   36.9                 -3.2                
1.5296556609512542   36.9                 -3.1                
1.4312976114714364   36.9                 -3.0                
1.290122061850713    36.9                 -2.9                
1.1972829456806426   36.9                 -2.8                
1.0939526168362443   36.9                 -2.7                
1.0108173396213989   36.9                 -2.6                
0.94145626718907     36.9                 -2.5                
0.8823578792208744   36.9                 -2.4                
0.8285100745566623   36.9                 -2.3                
0.7827321259150428   36.9                 -2.2                
0.7505711699412636   36.9                 -2.1                
0.7254091362329831   36.9                 -2.0                
0.7003982003343213   36.9                 -1.9                
0.0                  36.9                 -1.8                
0.0                  36.9                 -1.7                
0.0                  36.9                 -1.6                
0.0                  36.9                 -1.5                
0.0                  36.9                 -1.4                
0.0                  36.9                 -1.3                
0.0                  36.9                 -1.2                
0.0                  36.9                 -1.1                
0.0                  36.9                 -1.0                
0.0                  36.9                 -0.9                
0.0                  36.9                 -0.8                
0.0                  36.9                 -0.7                
0.0                  36.9                 -0.6                
0.0                  36.9                 -0.5                
0.0                  36.9                 -0.4                
0.0                  36.9                 -0.3                
0.0                  36.9                 -0.2                
0.0                  36.9                 -0.1                
0.0                  36.9                 0.0                 
0.0                  36.9                 0.1                 
0.0                  36.9                 0.2                 
0.0                  36.9                 0.3                 
0.0                  36.9                 0.4                 
0.0                  36.9                 0.5                 
0.0                  36.9                 0.6                 
0.0                  36.9                 0.7                 
0.0                  36.9                 0.8                 
0.0                  36.9                 0.9                 
0.0                  36.9                 1.0                 
0.0                  36.9                 1.1                 
0.0                  36.9                 1.2                 
0.0                  36.9                 1.3                 
0.0                  36.9                 1.4                 
0.0                  36.9                 1.5                 
0.0                  36.9                 1.6                 
0.0                  36.9                 1.7                 
0.0                  36.9                 1.8                 
0.0                  36.9                 1.9                 
0.0                  36.9                 2.0                 
0.0                  36.9                 2.1                 
0.0                  36.9                 2.2                 
0.0                  36.9                 2.3                 
0.0                  36.9                 2.4                 
0.0                  36.9                 2.5                 
0.0                  36.9                 2.6                 
0.0                  36.9                 2.7                 
0.0                  36.9                 2.8                 
0.0                  36.9                 2.9                 
0.0                  36.9                 3.0                 
0.0                  36.9                 3.1                 
0.0                  36.9                 3.2                 
0.0                  36.9                 3.3                 
0.0                  36.9                 3.4                 
0.0                  36.9                 3.5                 
0.0                  36.9                 3.6                 
0.0                  36.9                 3.7                 
0.0                  36.9                 3.8                 
0.0                  36.9                 3.9                 
0.0                  36.9                 4.0                 
0.0                  36.9                 4.1                 
0.0                  36.9                 4.2                 
0.0                  36.9                 4.3                 
0.0                  36.9                 4.4                 
0.0                  37.0                 -9.3                
0.0                  37.0                 -9.2                
0.0                  37.0                 -9.1                
0.0                  37.0                 -9.0                
0.0                  37.0                 -8.9                
0.0                  37.0                 -8.8                
0.0                  37.0                 -8.7                
0.0                  37.0                 -8.6                
0.0                  37.0                 -8.5                
0.0                  37.0                 -8.4                
0.0                  37.0                 -8.3                
0.0                  37.0                 -8.2                
0.0                  37.0                 -8.1                
0.0                  37.0                 -8.0                
0.0                  37.0                 -7.9                
0.0                  37.0                 -7.8                
0.0                  37.0                 -7.7                
0.0                  37.0                 -7.6                
0.0                  37.0                 -7.5                
0.0                  37.0                 -7.4                
0.0                  37.0                 -7.3                
0.0                  37.0                 -7.2                
0.0                  37.0                 -7.1                
0.0                  37.0                 -7.0                
0.0                  37.0                 -6.9                
0.0                  37.0                 -6.8                
0.0                  37.0                 -6.7                
1.440227194258823    37.0                 -6.6                
1.4500725459555577   37.0                 -6.5                
1.4676677490476249   37.0                 -6.4                
1.4906024420086894   37.0                 -6.3                
1.5322236535806728   37.0                 -6.2                
1.613114706722364    37.0                 -6.1                
1.7203481877542457   37.0                 -6.0                
1.8541066174235104   37.0                 -5.9                
1.9987766914424652   37.0                 -5.8                
2.1230065274346166   37.0                 -5.7                
2.2168656946430287   37.0                 -5.6                
2.2721076720864515   37.0                 -5.5                
2.281773323588636    37.0                 -5.4                
2.232276905106026    37.0                 -5.3                
2.118549409825353    37.0                 -5.2                
1.959219819964083    37.0                 -5.1                
1.7803183243328913   37.0                 -5.0                
1.5969505694991775   37.0                 -4.9                
1.423101271861543    37.0                 -4.8                
1.345619806108464    37.0                 -4.7                
1.3789235625458711   37.0                 -4.6                
1.471149985998967    37.0                 -4.5                
1.581793516072324    37.0                 -4.4                
1.671840303124163    37.0                 -4.3                
1.7377378495272204   37.0                 -4.2                
1.7788310373883593   37.0                 -4.1                
1.798400355578905    37.0                 -4.0                
1.7916685327531454   37.0                 -3.9                
1.7107857905188217   37.0                 -3.8                
1.4764703732983349   37.0                 -3.7                
1.2503096438001575   37.0                 -3.6                
1.3246152788105727   37.0                 -3.5                
1.4684647669834812   37.0                 -3.4                
1.6071922721418979   37.0                 -3.3                
1.7023087903399128   37.0                 -3.2                
1.7556037876381994   37.0                 -3.1                
1.7258924853508646   37.0                 -3.0                
1.4991208867587587   37.0                 -2.9                
1.2616623156939055   37.0                 -2.8                
1.1173573447444927   37.0                 -2.7                
1.0221976136087387   37.0                 -2.6                
0.9725616924398246   37.0                 -2.5                
0.9400509742638351   37.0                 -2.4                
0.9082120562100326   37.0                 -2.3                
0.8427916350047718   37.0                 -2.2                
0.7908774812614421   37.0                 -2.1                
0.7407874589874128   37.0                 -2.0                
0.7008062551581767   37.0                 -1.9                
0.0                  37.0                 -1.8                
0.0                  37.0                 -1.7                
0.0                  37.0                 -1.6                
0.0                  37.0                 -1.5                
0.0                  37.0                 -1.4                
0.0                  37.0                 -1.3                
0.0                  37.0                 -1.2                
0.0                  37.0                 -1.1                
0.0                  37.0                 -1.0                
0.0                  37.0                 -0.9                
0.0                  37.0                 -0.8                
0.0                  37.0                 -0.7                
0.0                  37.0                 -0.6                
0.0                  37.0                 -0.5                
0.0                  37.0                 -0.4                
0.0                  37.0                 -0.3                
0.0                  37.0                 -0.2                
0.0                  37.0                 -0.1                
0.0                  37.0                 0.0                 
0.0                  37.0                 0.1                 
0.0                  37.0                 0.2                 
0.0                  37.0                 0.3                 
0.0                  37.0                 0.4                 
0.0                  37.0                 0.5                 
0.0                  37.0                 0.6                 
0.0                  37.0                 0.7                 
0.0                  37.0                 0.8                 
0.0                  37.0                 0.9                 
0.0                  37.0                 1.0                 
0.0                  37.0                 1.1                 
0.0                  37.0                 1.2                 
0.0                  37.0                 1.3                 
0.0                  37.0                 1.4                 
0.0                  37.0                 1.5                 
0.0                  37.0                 1.6                 
0.0                  37.0                 1.7                 
0.0                  37.0                 1.8                 
0.0                  37.0                 1.9                 
0.0                  37.0                 2.0                 
0.0                  37.0                 2.1                 
0.0                  37.0                 2.2                 
0.0                  37.0                 2.3                 
0.0                  37.0                 2.4                 
0.0                  37.0                 2.5                 
0.0                  37.0                 2.6                 
0.0                  37.0                 2.7                 
0.0                  37.0                 2.8                 
0.0                  37.0                 2.9                 
0.0                  37.0                 3.0                 
0.0                  37.0                 3.1                 
0.0                  37.0                 3.2                 
0.0                  37.0                 3.3                 
0.0                  37.0                 3.4                 
0.0                  37.0                 3.5                 
0.0                  37.0                 3.6                 
0.0                  37.0                 3.7                 
0.0                  37.0                 3.8                 
0.0                  37.0                 3.9                 
0.0                  37.0                 4.0                 
0.0                  37.0                 4.1                 
0.0                  37.0                 4.2                 
0.0                  37.0                 4.3                 
0.0                  37.0                 4.4                 
0.0                  37.1                 -9.3                
0.0                  37.1                 -9.2                
0.0                  37.1                 -9.1                
0.0                  37.1                 -9.0                
0.0                  37.1                 -8.9                
0.0                  37.1                 -8.8                
0.0                  37.1                 -8.7                
0.0                  37.1                 -8.6                
0.0                  37.1                 -8.5                
0.0                  37.1                 -8.4                
0.0                  37.1                 -8.3                
0.0                  37.1                 -8.2                
0.0                  37.1                 -8.1                
0.0                  37.1                 -8.0                
0.0                  37.1                 -7.9                
0.0                  37.1                 -7.8                
0.0                  37.1                 -7.7                
0.0                  37.1                 -7.6                
0.0                  37.1                 -7.5                
0.0                  37.1                 -7.4                
0.0                  37.1                 -7.3                
0.0                  37.1                 -7.2                
0.0                  37.1                 -7.1                
0.0                  37.1                 -7.0                
1.4567969917434984   37.1                 -6.9                
1.4512069949201778   37.1                 -6.8                
1.4595292386662932   37.1                 -6.7                
1.4655332696039027   37.1                 -6.6                
1.4764656389683406   37.1                 -6.5                
1.4817162037487337   37.1                 -6.4                
1.5010587979571013   37.1                 -6.3                
1.556060623577196    37.1                 -6.2                
1.6407652902962009   37.1                 -6.1                
1.7458634799005786   37.1                 -6.0                
1.8555613937427908   37.1                 -5.9                
1.9581396326806604   37.1                 -5.8                
2.037086702418031    37.1                 -5.7                
2.0931847984289846   37.1                 -5.6                
2.1198973937201564   37.1                 -5.5                
2.101181438004038    37.1                 -5.4                
2.0362320876655478   37.1                 -5.3                
1.9197579306059078   37.1                 -5.2                
1.7682471248959175   37.1                 -5.1                
1.6097481009119898   37.1                 -5.0                
1.4597625946251445   37.1                 -4.9                
1.3267329228272784   37.1                 -4.8                
1.2720646554720547   37.1                 -4.7                
1.3198617214988444   37.1                 -4.6                
1.4334450008241109   37.1                 -4.5                
1.561490722878072    37.1                 -4.4                
1.652150138991931    37.1                 -4.3                
1.7085311239635652   37.1                 -4.2                
1.7293506881208085   37.1                 -4.1                
1.7017424411265325   37.1                 -4.0                
1.6218948602924144   37.1                 -3.9                
1.456419903981926    37.1                 -3.8                
1.1956950300731937   37.1                 -3.7                
1.0638894493916098   37.1                 -3.6                
1.223030894024929    37.1                 -3.5                
1.4504765600445568   37.1                 -3.4                
1.672711347562573    37.1                 -3.3                
1.8529984213660717   37.1                 -3.2                
1.98985926836822     37.1                 -3.1                
2.0455309129629047   37.1                 -3.0                
1.8784401747583124   37.1                 -2.9                
1.5083392378128622   37.1                 -2.8                
1.2210590651013005   37.1                 -2.7                
1.0678491542401294   37.1                 -2.6                
1.0162063018921428   37.1                 -2.5                
1.004994864431222    37.1                 -2.4                
0.9886583628370019   37.1                 -2.3                
0.9312350021008693   37.1                 -2.2                
0.8472885713145155   37.1                 -2.1                
0.7697384857422204   37.1                 -2.0                
0.705224695269036    37.1                 -1.9                
0.6722885386400814   37.1                 -1.8                
0.0                  37.1                 -1.7                
0.0                  37.1                 -1.6                
0.0                  37.1                 -1.5                
0.0                  37.1                 -1.4                
0.0                  37.1                 -1.3                
0.0                  37.1                 -1.2                
0.0                  37.1                 -1.1                
0.0                  37.1                 -1.0                
0.0                  37.1                 -0.9                
0.0                  37.1                 -0.8                
0.0                  37.1                 -0.7                
0.0                  37.1                 -0.6                
0.0                  37.1                 -0.5                
0.0                  37.1                 -0.4                
0.0                  37.1                 -0.3                
0.0                  37.1                 -0.2                
0.0                  37.1                 -0.1                
0.0                  37.1                 0.0                 
0.0                  37.1                 0.1                 
0.0                  37.1                 0.2                 
0.0                  37.1                 0.3                 
0.0                  37.1                 0.4                 
0.0                  37.1                 0.5                 
0.0                  37.1                 0.6                 
0.0                  37.1                 0.7                 
0.0                  37.1                 0.8                 
0.0                  37.1                 0.9                 
0.0                  37.1                 1.0                 
0.0                  37.1                 1.1                 
0.0                  37.1                 1.2                 
0.0                  37.1                 1.3                 
0.0                  37.1                 1.4                 
0.0                  37.1                 1.5                 
0.0                  37.1                 1.6                 
0.0                  37.1                 1.7                 
0.0                  37.1                 1.8                 
0.0                  37.1                 1.9                 
0.0                  37.1                 2.0                 
0.0                  37.1                 2.1                 
0.0                  37.1                 2.2                 
0.0                  37.1                 2.3                 
0.0                  37.1                 2.4                 
0.0                  37.1                 2.5                 
0.0                  37.1                 2.6                 
0.0                  37.1                 2.7                 
0.0                  37.1                 2.8                 
0.0                  37.1                 2.9                 
0.0                  37.1                 3.0                 
0.0                  37.1                 3.1                 
0.0                  37.1                 3.2                 
0.0                  37.1                 3.3                 
0.0                  37.1                 3.4                 
0.0                  37.1                 3.5                 
0.0                  37.1                 3.6                 
0.0                  37.1                 3.7                 
0.0                  37.1                 3.8                 
0.0                  37.1                 3.9                 
0.0                  37.1                 4.0                 
0.0                  37.1                 4.1                 
0.0                  37.1                 4.2                 
0.0                  37.1                 4.3                 
0.0                  37.1                 4.4                 
0.0                  37.2                 -9.3                
0.0                  37.2                 -9.2                
0.0                  37.2                 -9.1                
0.0                  37.2                 -9.0                
0.0                  37.2                 -8.9                
0.0                  37.2                 -8.8                
0.0                  37.2                 -8.7                
0.0                  37.2                 -8.6                
0.0                  37.2                 -8.5                
0.0                  37.2                 -8.4                
0.0                  37.2                 -8.3                
0.0                  37.2                 -8.2                
0.0                  37.2                 -8.1                
0.0                  37.2                 -8.0                
0.0                  37.2                 -7.9                
0.0                  37.2                 -7.8                
0.0                  37.2                 -7.7                
0.0                  37.2                 -7.6                
1.476357694793127    37.2                 -7.5                
1.4640088681013177   37.2                 -7.4                
1.4715923182607522   37.2                 -7.3                
1.4915256428260366   37.2                 -7.2                
1.5103317539731025   37.2                 -7.1                
1.5153231718899762   37.2                 -7.0                
1.488268746463215    37.2                 -6.9                
1.4932182698181118   37.2                 -6.8                
1.5181968087002071   37.2                 -6.7                
1.5468534854118      37.2                 -6.6                
1.5535374730589206   37.2                 -6.5                
1.537500178636369    37.2                 -6.4                
1.5463353958230195   37.2                 -6.3                
1.608980741946586    37.2                 -6.2                
1.693806327739038    37.2                 -6.1                
1.7860402641733268   37.2                 -6.0                
1.8792976046653225   37.2                 -5.9                
1.9565888675213736   37.2                 -5.8                
2.002001598537102    37.2                 -5.7                
2.0101516895921825   37.2                 -5.6                
1.9951472461797237   37.2                 -5.5                
1.946528267225844    37.2                 -5.4                
1.8644215930078545   37.2                 -5.3                
1.7513834828529113   37.2                 -5.2                
1.616681265896222    37.2                 -5.1                
1.4874012019523288   37.2                 -5.0                
1.3807350092769672   37.2                 -4.9                
1.2993212910766525   37.2                 -4.8                
1.2768767005985382   37.2                 -4.7                
1.3195278610584107   37.2                 -4.6                
1.414774305212836    37.2                 -4.5                
1.5305638044164935   37.2                 -4.4                
1.6088625799161127   37.2                 -4.3                
1.6537198254543637   37.2                 -4.2                
1.6692116200955007   37.2                 -4.1                
1.6384591194545548   37.2                 -4.0                
1.5444540865760126   37.2                 -3.9                
1.3803270196836868   37.2                 -3.8                
1.1873053430073341   37.2                 -3.7                
1.1172420320504741   37.2                 -3.6                
1.2413415950734743   37.2                 -3.5                
1.4559398292281698   37.2                 -3.4                
1.6874126295250862   37.2                 -3.3                
1.8800267710391805   37.2                 -3.2                
2.020880122061585    37.2                 -3.1                
2.059115592903354    37.2                 -3.0                
1.8863734379306942   37.2                 -2.9                
1.5546922543718564   37.2                 -2.8                
1.2571860776924073   37.2                 -2.7                
1.0889314019526815   37.2                 -2.6                
1.0427910375364904   37.2                 -2.5                
1.0554482733779713   37.2                 -2.4                
1.0612174340676184   37.2                 -2.3                
0.9859087809070245   37.2                 -2.2                
0.8785586342066171   37.2                 -2.1                
0.7820454079575271   37.2                 -2.0                
0.7060135061149558   37.2                 -1.9                
0.6630610658653484   37.2                 -1.8                
0.0                  37.2                 -1.7                
0.0                  37.2                 -1.6                
0.0                  37.2                 -1.5                
0.0                  37.2                 -1.4                
0.0                  37.2                 -1.3                
0.0                  37.2                 -1.2                
0.0                  37.2                 -1.1                
0.0                  37.2                 -1.0                
0.0                  37.2                 -0.9                
0.0                  37.2                 -0.8                
0.0                  37.2                 -0.7                
0.0                  37.2                 -0.6                
0.0                  37.2                 -0.5                
0.0                  37.2                 -0.4                
0.0                  37.2                 -0.3                
0.0                  37.2                 -0.2                
0.0                  37.2                 -0.1                
0.0                  37.2                 0.0                 
0.0                  37.2                 0.1                 
0.0                  37.2                 0.2                 
0.0                  37.2                 0.3                 
0.0                  37.2                 0.4                 
0.0                  37.2                 0.5                 
0.0                  37.2                 0.6                 
